nsf_proposal_links_v0,researcher_name,team
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prince Tiwari', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Poonam Choudhary']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prince Tiwari']"
