proposal_link,title,skills,researcher_name,team,goodness
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Arindam Biswas,"[['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti'], ['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'E Rajasekar'], ['Arindam Biswas', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prince Tiwari', 'E Rajasekar'], ['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prabhat Kumar Mandal'], ['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Poonam Choudhary'], ['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'E Rajasekar'], ['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Deepak Sharma'], ['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti'], ['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Rajesh Kumar'], ['Arindam Biswas', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prince Tiwari']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.6184, 0.6184]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Avlokita Agrawal,"[['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'E Rajasekar', 'Rajesh Kumar'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'E Rajasekar', 'Saptarshi Kolay'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prabhat Kumar Mandal'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'E Rajasekar'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Deepak Sharma'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Prince Tiwari', 'Smriti Saraswat', 'E Rajasekar'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Soma Rohatgi'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Saptarshi Kolay'], ['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Prince Tiwari', 'Smriti Saraswat']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.6184, 0.6184, 0.6184]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Gaurav Raheja,"[['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Rajesh Kumar', 'E Rajasekar'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prince Tiwari', 'E Rajasekar'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prabhat Kumar Mandal'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'E Rajasekar'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Deepak Sharma'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Rajesh Kumar', 'Ram Sateesh Pasupuleti'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Soma Rohatgi'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Rajesh Kumar'], ['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prince Tiwari']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.6184, 0.6184, 0.6184]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Harshit Sosan Lakra,"[['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prabhat Kumar Mandal'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Rajesh Kumar', 'E Rajasekar'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Soma Rohatgi'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Rajesh Kumar'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Pravindra Kumar'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prabhjot Singh Chani'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'E Rajasekar'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Deepak Sharma'], ['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prince Tiwari']]","[0.625, 0.6184, 0.6184, 0.6184, 0.6184, 0.6184, 0.6184, 0.6184, 0.6184, 0.6118]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Mahua Mukherjee,"[['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prabhat Kumar Mandal'], ['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Ram Sateesh Pasupuleti', 'Soma Rohatgi'], ['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'E Rajasekar', 'Rajesh Kumar'], ['Mahua Mukherjee', 'Sachin Suresh Tiwari', 'Prince Tiwari', 'E Rajasekar', 'Smriti Saraswat'], ['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Deepak Sharma'], ['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Ram Sateesh Pasupuleti', 'Smriti Saraswat'], ['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'E Rajasekar', 'Soma Rohatgi'], ['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'E Rajasekar', 'Smriti Saraswat'], ['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Soma Rohatgi'], ['Mahua Mukherjee', 'Sonal Atreya', 'Sachin Suresh Tiwari', 'Prince Tiwari', 'Smriti Saraswat']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.6184, 0.6184]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Prabhjot Singh Chani,"[['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Rajesh Kumar', 'E Rajasekar'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'E Rajasekar', 'Prince Tiwari'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prabhat Kumar Mandal'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'E Rajasekar'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Deepak Sharma'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Soma Rohatgi'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Rajesh Kumar'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prince Tiwari'], ['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Pravindra Kumar']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.6184, 0.6184, 0.6184, 0.6184]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",E Rajasekar,"[['E Rajasekar', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Soma Rohatgi'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'Sonal Atreya', 'Prabhjot Singh Chani'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'Smriti Saraswat', 'Prince Tiwari'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Saptarshi Kolay'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Prabhjot Singh Chani'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Prabhat Kumar Mandal'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Avlokita Agrawal'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Arindam Biswas'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'Sonal Atreya', 'Prabhat Kumar Mandal'], ['E Rajasekar', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'Smriti Saraswat', 'Sonal Atreya']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Ram Sateesh Pasupuleti,"[['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'V Devadas'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Soma Rohatgi'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Saptarshi Kolay'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Ramasare Prasad'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Pravindra Kumar'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Prabhjot Singh Chani'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Prabhat Kumar Mandal'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Avlokita Agrawal'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Sonal Atreya', 'Arindam Biswas'], ['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Rajesh Kumar', 'Sonal Atreya']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Saptarshi Kolay,"[['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Rajesh Kumar', 'E Rajasekar'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Prabhat Kumar Mandal', 'E Rajasekar'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prabhat Kumar Mandal'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'E Rajasekar'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Deepak Sharma', 'Smriti Saraswat'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Smriti Saraswat', 'Rajesh Kumar', 'E Rajasekar'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Deepak Sharma', 'Smriti Saraswat', 'E Rajasekar'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Rajesh Kumar'], ['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Avlokita Agrawal']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.6184, 0.6184]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['application', 'area', 'challenge', 'country', 'decade', 'department', 'development', 'importance', 'india', 'major', 'number', 'objective', 'potential', 'process', 'range', 'result', 'role', 'solution', 'world']",Shubhajit Sadhukhan,"[['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Ram Sateesh Pasupuleti'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Rajesh Kumar', 'E Rajasekar'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prabhat Kumar Mandal'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Poonam Choudhary'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'E Rajasekar'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Deepak Sharma'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Soma Rohatgi'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Smriti Saraswat', 'Prabhjot Singh Chani'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Sonal Atreya', 'Rajesh Kumar', 'Smriti Saraswat'], ['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Rajesh Kumar', 'Smriti Saraswat', 'E Rajasekar']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.6184, 0.6184, 0.6184, 0.6184]"
