proposal_link,title,skills,researcher_name,team,goodness
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Arindam Biswas,"[['Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.6, 0.6, 0.6]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Avlokita Agrawal,"[['Avlokita Agrawal', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Avlokita Agrawal', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Avlokita Agrawal', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Gaurav Raheja,"[['Gaurav Raheja', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Gaurav Raheja', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Gaurav Raheja', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Harshit Sosan Lakra,"[['Harshit Sosan Lakra', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Harshit Sosan Lakra', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Harshit Sosan Lakra', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Mahua Mukherjee,"[['Mahua Mukherjee', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Mahua Mukherjee', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Mahua Mukherjee', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Prabhjot Singh Chani,"[['Prabhjot Singh Chani', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Prabhjot Singh Chani', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Prabhjot Singh Chani', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",E Rajasekar,"[['E Rajasekar', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['E Rajasekar', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['E Rajasekar', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Ram Sateesh Pasupuleti,"[['Ram Sateesh Pasupuleti', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Ram Sateesh Pasupuleti', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Ram Sateesh Pasupuleti', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Saptarshi Kolay,"[['Saptarshi Kolay', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Saptarshi Kolay', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Saptarshi Kolay', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Shubhajit Sadhukhan,"[['Shubhajit Sadhukhan', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat'], ['Shubhajit Sadhukhan', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas'], ['Shubhajit Sadhukhan', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']]","[0.625, 0.625, 0.625]"
