,0
dynamic_knapsack_best,0.6399150907877169
dynamic_knapsack_Marginal_Utility_best,0.625
M3_boosted_best,0.615256699599466
dynamic_knapsack_v2_best,0.5592773698264353
M1_string_best,0.5499722523364486
Knapsack_01_best,0.3670468888430616
M0_random_best,0.13536518691588786
