,nsf_proposal_links_v1,skills
0,https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"{'education', 'technological', 'advanced'}"
1,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"{'system', 'transport', 'bioengineering', 'convergence', 'chemical', 'opportunity', 'environmental'}"
2,https://www.nsf.gov/pubs/2020/nsf20609/nsf20609.htm,"{'collaborative', 'neuroscience', 'computational'}"
3,https://www.nsf.gov/pubs/2020/nsf20604/nsf20604.htm,"{'institute', 'artificial', 'national', 'intelligence', 'ai'}"
4,https://www.nsf.gov/pubs/2020/nsf20591/nsf20591.htm,"{'science', 'information', 'computer', 'engineering', 'core', 'cise', 'program'}"
5,https://www.nsf.gov/pubs/2020/nsf20589/nsf20589.htm,"{'material', 'biomaterials', 'metallic', 'mmn', 'science', 'foundation', 'national', 'condensed', 'physic', 'topical', 'pol', 'nsf', 'matter', 'dmrtmrp', 'program', 'cmp', 'division', 'polymer', 'nanostructures', 'metal', 'bmat'}"
6,https://www.nsf.gov/pubs/2020/nsf20588/nsf20588.htm,"{'electronic', 'material', 'epm', 'solid', 'division', 'ceramic', 'cer', 'photonic', 'chemistry', 'state', 'ssmc', 'topical', 'program'}"
7,https://www.nsf.gov/pubs/2020/nsf20586/nsf20586.htm,"{'active', 'reentry', 'program'}"
8,https://www.nsf.gov/pubs/2020/nsf20584/nsf20584.htm,"{'science', 'nsf', 'foundation', 'national', 'computer', 'engineering', 'experience', 'teacher', 'ret'}"
9,https://www.nsf.gov/pubs/2020/nsf20582/nsf20582.htm,"{'science', 'theory', 'material', 'nsf', 'foundation', 'national', 'matter', 'condensed', 'cmmt'}"
10,https://www.nsf.gov/pubs/2020/nsf20577/nsf20577.htm,"{'chemistry', 'program', 'disciplinary', 'division'}"
11,https://www.nsf.gov/pubs/2020/nsf20575/nsf20575.htm,"{'interface', 'science', 'support', 'initiative', 'joint', 'mathematical', 'dmsnigms', 'biological'}"
12,https://www.nsf.gov/pubs/2020/nsf20574/nsf20574.htm,"{'center', 'innovation', 'chemical'}"
13,https://www.nsf.gov/pubs/2020/nsf20566/nsf20566.htm,"{'fairness', 'artificial', 'nsf', 'collaboration', 'intelligence', 'amazon', 'program'}"
14,https://www.nsf.gov/pubs/2020/nsf20564/nsf20564.htm,"{'promoting', 'synthesis', 'opportunity', 'understanding'}"
15,https://www.nsf.gov/pubs/2020/nsf20563/nsf20563.htm,"{'system', 'cyberphysical'}"
16,https://www.nsf.gov/pubs/2020/nsf20560/nsf20560.htm,"{'science', 'hydrologic'}"
17,https://www.nsf.gov/pubs/2020/nsf20557/nsf20557.htm,"{'innovation', 'wireless', 'national', 'spectrum', 'initiative', 'center'}"
18,https://www.nsf.gov/pubs/2020/nsf20553/nsf20553.htm,"{'engineering', 'center'}"
19,https://www.nsf.gov/pubs/2020/nsf20552/nsf20552.htm,"{'manufacturing', 'future'}"
20,https://www.nsf.gov/pubs/2020/nsf20544/nsf20544.htm,"{'science', 'expedition', 'nsf', 'foundation', 'national', 'computing'}"
21,https://www.nsf.gov/pubs/2020/nsf20541/nsf20541.htm,"{'organoids', 'directeddifferentiation', 'reproducible', 'cell', 'via', 'encoding'}"
22,https://www.nsf.gov/pubs/2020/nsf20540/nsf20540.htm,"{'collaboration', 'foundation', 'deep', 'learning', 'nsfsimons', 'scientific', 'mathematical'}"
23,https://www.nsf.gov/pubs/2020/nsf20539/nsf20539.htm,"{'science', 'computer'}"
24,https://www.nsf.gov/pubs/2020/nsf20522/nsf20522.htm,"{'collaborative', 'national', 'robotics', 'robot', 'initiative', 'ubiquitous'}"
25,https://www.nsf.gov/pubs/2020/nsf20517/nsf20517.htm,"{'system', 'transport', 'bioengineering', 'convergence', 'chemical', 'opportunity', 'environmental'}"
26,https://www.nsf.gov/pubs/2020/nsf20514/nsf20514.htm,"{'science', 'arctic', 'nsf', 'foundation', 'national', 'new', 'navigating', 'nna'}"
27,https://www.nsf.gov/pubs/2020/nsf20513/nsf20513.htm,"{'science', 'theory', 'microbiome', 'nsf', 'foundation', 'mechanism', 'national', 'urolmtm', 'life', 'rule', 'understanding'}"
28,https://www.nsf.gov/pubs/2020/nsf20511/nsf20511.htm,"{'system', 'science', 'nsf', 'foundation', 'national', 'team', 'engineering', 'addressing', 'ascent', 'challenge'}"
29,https://www.nsf.gov/pubs/2020/nsf20510/nsf20510.htm,"{'agency', 'science', 'nsf', 'lead', 'physical', 'council', 'opportunity', 'engineering', 'ukri'}"
30,https://www.nsf.gov/pubs/2020/nsf20505/nsf20505.htm,"{'science', 'nsf', 'foundation', 'national', 'excellence', 'transition', 'molecular', 'bioscience', 'cellular'}"
31,https://www.nsf.gov/pubs/2020/nsf20503/nsf20503.htm,"{'institute', 'artificial', 'national', 'intelligence', 'ai'}"
32,https://www.nsf.gov/pubs/2020/nsf20501/nsf20501.htm,"{'collaboration', 'transport', 'iss', 'station', 'international', 'phenomenon', 'earth', 'space', 'benefit', 'nsfcasis', 'life'}"
33,https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm,"{'science', 'collaboration', 'nsf', 'foundation', 'iss', 'national', 'station', 'engineering', 'mechanobiology', 'international', 'space', 'tissue', 'benefit', 'nsfcasis', 'life', 'earth'}"
34,https://www.nsf.gov/pubs/2019/nsf19614/nsf19614.htm,"{'iuse', 'professional', 'formation', 'engineer'}"
35,https://www.nsf.gov/pubs/2019/nsf19613/nsf19613.htm,"{'method', 'formal', 'field'}"
36,https://www.nsf.gov/pubs/2019/nsf19599/nsf19599.htm,"{'innovation', 'frontier', 'emerging'}"
37,https://www.nsf.gov/pubs/2019/nsf19596/nsf19596.htm,"{'science', 'partnership', 'nsfdoe', 'engineering', 'plasma', 'basic'}"
38,https://www.nsf.gov/pubs/2019/nsf19589/nsf19589.htm,"{'science', 'information', 'computer', 'engineering', 'core', 'cise', 'program'}"
39,https://www.nsf.gov/pubs/2019/nsf19577/nsf19577.htm,{'division'}
40,https://www.nsf.gov/pubs/2019/nsf19575/nsf19575.htm,"{'statistic', 'methodology', 'measurement'}"
41,https://www.nsf.gov/pubs/2019/nsf19572/nsf19572.htm,"{'secure', 'trustworthy', 'frontier', 'cyberspace'}"
42,https://www.nsf.gov/pubs/2019/nsf19571/nsf19571.htm,"{'fairness', 'science', 'artificial', 'nsf', 'collaboration', 'fai', 'foundation', 'national', 'intelligence', 'amazon', 'program'}"
43,https://www.nsf.gov/pubs/2019/nsf19553/nsf19553.htm,"{'system', 'cyberphysical'}"
44,https://www.nsf.gov/pubs/2019/nsf19536/nsf19536.htm,"{'science', 'collaborative', 'nsf', 'foundation', 'national', 'robotics', 'robot', 'initiative', 'ubiquitous'}"
45,https://www.nsf.gov/pubs/2019/nsf19532/nsf19532.htm,"{'enabling', 'system', 'science', 'incubator', 'nsf', 'foundation', 'national', 'advance', 'leap', 'idea', 'qii', 'taqs', 'quantum', 'transformational'}"
46,https://www.nsf.gov/pubs/2019/nsf19529/nsf19529.htm,"{'efficiency', 'energy', 'spectrum', 'specees', 'security'}"
47,https://www.nsf.gov/pubs/2019/nsf19528/nsf19528.htm,"{'system', 'dynamic', 'socioenvironmental', 'integrated'}"
48,https://www.nsf.gov/pubs/2019/nsf19525/nsf19525.htm,"{'collaboration', 'transport', 'iss', 'station', 'international', 'phenomenon', 'earth', 'space', 'benefit', 'nsfcasis', 'life'}"
49,https://www.nsf.gov/pubs/2019/nsf19520/nsf19520.htm,"{'science', 'nsf', 'foundation', 'national', 'measurement', 'methodology', 'statistic', 'mm'}"
50,https://www.nsf.gov/pubs/2019/nsf19516/nsf19516.htm,"{'designing', 'science', 'material', 'nsf', 'foundation', 'national', 'engineer', 'dmref', 'revolutionize', 'future'}"
51,https://www.nsf.gov/pubs/2019/nsf19511/nsf19511.htm,"{'new', 'navigating', 'arctic'}"
52,https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm,"{'science', 'collaboration', 'nsf', 'foundation', 'iss', 'national', 'station', 'engineering', 'mechanobiology', 'international', 'space', 'tissue', 'benefit', 'nsfcasis', 'life', 'earth'}"
53,https://www.nsf.gov/pubs/2019/nsf19505/nsf19505.htm,"{'science', 'nsf', 'foundation', 'extreme', 'national', 'spx', 'scalable', 'parallelism'}"
54,https://www.nsf.gov/pubs/2018/nsf18598/nsf18598.htm,"{'innovation', 'data', 'big', 'hub', 'regional'}"
55,https://www.nsf.gov/pubs/2018/nsf18596/nsf18596.htm,"{'method', 'formal', 'field'}"
56,https://www.nsf.gov/pubs/2018/nsf18595/nsf18595.htm,"{'innovation', 'infrastructure', 'biological'}"
57,https://www.nsf.gov/pubs/2018/nsf18591/nsf18591.htm,"{'collaborative', 'neuroscience', 'computational'}"
58,https://www.nsf.gov/pubs/2018/nsf18585/nsf18585.htm,"{'science', 'nsf', 'foundation', 'project', 'mcb', 'national', 'division', 'investigatorinitiated', 'molecular', 'bioscience', 'cellular'}"
59,https://www.nsf.gov/pubs/2018/nsf18572/nsf18572.htm,"{'secure', 'trustworthy', 'cyberspace'}"
60,https://www.nsf.gov/pubs/2018/nsf18571/nsf18571.htm,"{'education', 'technological', 'advanced'}"
61,https://www.nsf.gov/pubs/2018/nsf18570/nsf18570.htm,"{'system', 'information', 'intelligent', 'ii', 'core', 'program'}"
62,https://www.nsf.gov/pubs/2018/nsf18569/nsf18569.htm,"{'system', 'network', 'cns', 'computer', 'core', 'program'}"
63,https://www.nsf.gov/pubs/2018/nsf18567/nsf18567.htm,"{'advanced', 'office', 'core', 'oac', 'cyberinfrastructure', 'program'}"
64,https://www.nsf.gov/pubs/2018/nsf18566/nsf18566.htm,"{'interface', 'science', 'support', 'initiative', 'joint', 'mathematical', 'dmsnigms', 'biological'}"
65,https://www.nsf.gov/pubs/2018/nsf18564/nsf18564.htm,"{'investigatorinitiated', 'project', 'physic', 'division'}"
66,https://www.nsf.gov/pubs/2018/nsf18561/nsf18561.htm,{'division'}
67,https://www.nsf.gov/pubs/2018/nsf18557/nsf18557.htm,"{'smart', 'system', 'autonomous'}"
68,https://www.nsf.gov/pubs/2018/nsf18556/nsf18556.htm,"{'science', 'nsf', 'foundation', 'national', 'fda', 'scholarinresidence', 'nsffda'}"
69,https://www.nsf.gov/pubs/2018/nsf18541/nsf18541.htm,"{'smart', 'health', 'connected'}"
70,https://www.nsf.gov/pubs/2018/nsf18538/nsf18538.htm,"{'system', 'science', 'nsf', 'cyberphysical', 'foundation', 'national', 'cps'}"
71,https://www.nsf.gov/pubs/2018/nsf18537/nsf18537.htm,"{'science', 'computer'}"
72,https://www.nsf.gov/pubs/2018/nsf18536/nsf18536.htm,"{'method', 'formal', 'field'}"
73,https://www.nsf.gov/pubs/2018/nsf18528/nsf18528.htm,"{'computing', 'expedition'}"
74,https://www.nsf.gov/pubs/2018/nsf18525/nsf18525.htm,"{'active', 'reentry', 'program'}"
75,https://www.nsf.gov/pubs/2018/nsf18521/nsf18521.htm,"{'collaboration', 'process', 'station', 'international', 'dynamic', 'fluid', 'particulate', 'space', 'benefit', 'nsfcasis', 'multiphase', 'life', 'earth'}"
76,https://www.nsf.gov/pubs/2018/nsf18518/nsf18518.htm,"{'science', 'collaborative', 'nsf', 'foundation', 'national', 'robotics', 'robot', 'initiative', 'ubiquitous'}"
77,https://www.nsf.gov/pubs/2018/nsf18517/nsf18517.htm,"{'science', 'data', 'behavioral', 'resource', 'intensive', 'social', 'implementation', 'economic'}"
78,https://www.nsf.gov/pubs/2018/nsf18514/nsf18514.htm,"{'collaboration', 'station', 'international', 'engineering', 'earth', 'space', 'tissue', 'benefit', 'nsfcasis', 'life'}"
79,https://www.nsf.gov/pubs/2018/nsf18502/nsf18502.htm,"{'focused', 'collaboration', 'infrastructure', 'fec', 'rii', 'improvement', 'program', 'epscor'}"
80,https://www.nsf.gov/pubs/2018/nsf18501/nsf18501.htm,"{'collaborative', 'neuroscience', 'computational'}"
81,https://www.nsf.gov/pubs/2018/nsf18500/nsf18500.htm,"{'condensed', 'theory', 'matter', 'material'}"
82,https://www.nsf.gov/pubs/2017/nsf17601/nsf17601.htm,"{'enabling', 'efficiency', 'energy', 'spectrum', 'specees', 'security'}"
83,https://www.nsf.gov/pubs/2017/nsf17600/nsf17600.htm,"{'extreme', 'parallelism', 'scalable'}"
84,https://www.nsf.gov/pubs/2017/nsf17589/nsf17589.htm,"{'project', 'division', 'investigatorinitiated', 'molecular', 'bioscience', 'cellular'}"
85,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,"{'material', 'program', 'topical', 'division'}"
86,https://www.nsf.gov/pubs/2017/nsf17578/nsf17578.htm,"{'innovation', 'frontier', 'emerging'}"
87,https://www.nsf.gov/pubs/2017/nsf17576/nsf17576.htm,"{'secure', 'trustworthy', 'cyberspace'}"
88,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,"{'science', 'computer', 'engineering', 'experience', 'teacher', 'ret'}"
89,https://www.nsf.gov/pubs/2017/nsf17572/nsf17572.htm,"{'system', 'information', 'intelligent', 'ii', 'core', 'program'}"
90,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,"{'interface', 'science', 'support', 'initiative', 'joint', 'mathematical', 'dmsnigms', 'biological'}"
91,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,"{'education', 'technological', 'science', 'advanced', 'nsf', 'foundation', 'ate', 'national'}"
92,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,{'geophysics'}
93,https://www.nsf.gov/pubs/2017/nsf17553/nsf17553.htm,"{'science', 'institute', 'nsf', 'foundation', 'national', 'mathematical'}"
94,https://www.nsf.gov/pubs/2017/nsf17548/nsf17548.htm,"{'fullyconnected', 'computer', 'lab', 'idea', 'quantum', 'pfcqc', 'challenge', 'practical'}"
95,https://www.nsf.gov/pubs/2017/nsf17541/nsf17541.htm,"{'noyce', 'science', 'nsf', 'foundation', 'national', 'scholarship', 'robert', 'teacher', 'program'}"
96,https://www.nsf.gov/pubs/2017/nsf17532/nsf17532.htm,"{'community', 'education', 'data', 'intensive', 'capacity', 'building'}"
97,https://www.nsf.gov/pubs/2017/nsf17530/nsf17530.htm,"{'system', 'innovation', 'food', 'energy', 'water', 'nexus'}"
98,https://www.nsf.gov/pubs/2017/nsf17525/nsf17525.htm,"{'science', 'computer'}"
99,https://www.nsf.gov/pubs/2017/nsf17519/nsf17519.htm,"{'system', 'strategy', 'neural', 'integrative', 'cognitive', 'understanding'}"
100,https://www.nsf.gov/pubs/2017/nsf17518/nsf17518.htm,"{'collaborative', 'national', 'robotics', 'robot', 'initiative', 'ubiquitous'}"
101,https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm,"{'transport', 'collaboration', 'process', 'station', 'international', 'earth', 'space', 'benefit', 'nsfcasis', 'life', 'thermal', 'combustion'}"
102,https://www.nsf.gov/pubs/2017/nsf17504/nsf17504.htm,"{'science', 'laboratory', 'support', 'technician', 'earth'}"
