dataset,G_mean,G_std,Volume_mean,n_researchers,n_rows
teaming_uc1_m0.csv,0.14673617608695652,0.03314665929339594,10.0,46,4600
teaming_uc1_m1.csv,0.48969352173913044,0.04398188605538259,10.0,46,4600
teaming_uc1_m2.csv,0.32426482608695656,0.07658362367183263,10.0,46,4600
teaming_uc1_m3.csv,0.608385847826087,0.025819927881443244,1.0,46,4600
teaming_uc1_m6.csv,0.49788148971704627,0.03177300248806273,8.47913043478261,46,4600
teaming_uc1_m7.csv,0.6182385975845411,0.011430562373918584,7.77,46,4600
