,nsf_proposal_links_v1,skill,code,terms,preprocessed_terms
1118,https://www.nsf.gov/pubs/2014/nsf14602/nsf14602.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
1119,https://www.nsf.gov/pubs/2014/nsf14596/nsf14596.htm,project develop,['K.6.1'],"['Project and People Management', ' Life cycle', ' Management techniques (e.g., PERT/CPM)', ' Staffing', ' Strategic information systems planning (NEW)', ' Systems analysis and design', ' Systems development', ' Training']","['project people management', 'life cycle', 'management technique eg pertcpm', 'staffing', 'strategic information system planning new', 'system analysis design', 'system development', 'training']"
1120,https://www.nsf.gov/pubs/2014/nsf14596/nsf14596.htm,intelligent system,['I.2.11'],"['Distributed Artificial Intelligence', ' Coherence and coordination', ' Intelligent agents (NEW)', ' Languages and structures', ' Multiagent systems (NEW)']","['distributed artificial intelligence', 'coherence coordination', 'intelligent agent new', 'language structure', 'multiagent system new']"
1121,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,system design,['K.6.4'],"['System Management', ' Centralization/decentralization', ' Management audit', ' Quality assurance']","['system management', 'centralizationdecentralization', 'management audit', 'quality assurance']"
1122,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,material,['G.1.3'],"['Numerical Linear Algebra', ' Conditioning', ' Determinants**', ' Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', ' Error analysis', ' Linear systems (direct and iterative methods)', ' Matrix inversion', ' Pseudoinverses**', ' Singular value decomposition (NEW)', ' Sparse, structured, and very large systems (direct and iterative methods) (REVISED)']","['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']"
1123,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,visual analytics,['I.6.8'],"['Types of Simulation', ' Animation', ' Combined', ' Continuous', ' Discrete event', ' Distributed', ' Gaming', ' Monte Carlo', ' Parallel', ' Visual']","['type simulation', 'animation', 'combined', 'continuous', 'discrete event', 'distributed', 'gaming', 'monte carlo', 'parallel', 'visual']"
1124,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,discovery,['I.2.7'],"['Natural Language Processing', ' Discourse', ' Language generation', ' Language models', ' Language parsing and understanding', ' Machine translation', ' Speech recognition and synthesis', ' Text analysis']","['natural language processing', 'discourse', 'language generation', 'language model', 'language parsing understanding', 'machine translation', 'speech recognition synthesis', 'text analysis']"
1125,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,property,['I.2.9'],"['Robotics', ' Autonomous vehicles (NEW)', ' Commercial robots and applications (NEW)', ' Kinematics and dynamics (NEW)', ' Manipulators', ' Operator interfaces (NEW)', ' Propelling mechanisms', ' Sensors', ' Workcell organization and planning (NEW)']","['robotics', 'autonomous vehicle new', 'commercial robot application new', 'kinematics dynamic new', 'manipulator', 'operator interface new', 'propelling mechanism', 'sensor', 'workcell organization planning new']"
1126,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,advanced material,['B.7.1'],"['Types and Design Styles', ' Advanced technologies', ' Algorithms implemented in hardware', ' Gate arrays', ' Input/output circuits', ' Memory technologies', ' Microprocessors and microcomputers', ' Standard cells**', ' VLSI (very large scale integration)']","['type design style', 'advanced technology', 'algorithm implemented hardware', 'gate array', 'inputoutput circuit', 'memory technology', 'microprocessor microcomputer', 'standard cell', 'vlsi large scale integration']"
1127,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,science engineering,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
1128,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,computational method,['F.4.1'],"['Mathematical Logic (F.1.1, I.2.2-4)', ' Computability theory', ' Computational logic', ' Lambda calculus and related systems', ' Logic and constraint programming (REVISED)', ' Mechanical theorem proving', ' Modal logic (NEW)', ' Model theory', ' Proof theory', ' Recursive function theory', ' Set theory (NEW)', ' Temporal logic (NEW)']","['mathematical logic', 'computability theory', 'computational logic', 'lambda calculus related system', 'logic constraint programming revised', 'mechanical theorem proving', 'modal logic new', 'model theory', 'proof theory', 'recursive function theory', 'set theory new', 'temporal logic new']"
1129,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,material science,['G.1.3'],"['Numerical Linear Algebra', ' Conditioning', ' Determinants**', ' Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', ' Error analysis', ' Linear systems (direct and iterative methods)', ' Matrix inversion', ' Pseudoinverses**', ' Singular value decomposition (NEW)', ' Sparse, structured, and very large systems (direct and iterative methods) (REVISED)']","['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']"
1130,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,development,['F.4.2'],"['Grammars and Other Rewriting Systems (D.3.1)', ' Decision problems', ' Grammar types (e.g., context-free, context-sensitive)', ' Parallel rewriting systems (e.g., developmental systems, L-systems)', ' Parsing', ' Thue systems']","['grammar rewriting system', 'decision problem', 'grammar type eg contextfree contextsensitive', 'parallel rewriting system eg developmental system lsystems', 'parsing', 'thue system']"
1131,https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
1132,https://www.nsf.gov/pubs/2014/nsf14581/nsf14581.htm,advance understanding,['B.7.1'],"['Types and Design Styles', ' Advanced technologies', ' Algorithms implemented in hardware', ' Gate arrays', ' Input/output circuits', ' Memory technologies', ' Microprocessors and microcomputers', ' Standard cells**', ' VLSI (very large scale integration)']","['type design style', 'advanced technology', 'algorithm implemented hardware', 'gate array', 'inputoutput circuit', 'memory technology', 'microprocessor microcomputer', 'standard cell', 'vlsi large scale integration']"
1133,https://www.nsf.gov/pubs/2014/nsf14581/nsf14581.htm,involving multiple,"['F.3.1', 'I.4.7']","['Specifying and Verifying and Reasoning about Programs (D.2.1, D.2.4, D.3.1, E.1)', ' Assertions', ' Invariants', ' Logics of programs', ' Mechanical verification', ' Pre- and post-conditions', ' Specification techniques', 'Feature Measurement', ' Feature representation (NEW)', ' Invariants', ' Moments', ' Projections', ' Size and shape', ' Texture']","['specifying verifying reasoning program', 'assertion', 'invariant', 'logic program', 'mechanical verification', 'pre postconditions', 'specification technique', 'feature measurement', 'feature representation new', 'invariant', 'moment', 'projection', 'size shape', 'texture']"
1134,https://www.nsf.gov/pubs/2014/nsf14577/nsf14577.htm,science engineering,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
1135,https://www.nsf.gov/pubs/2014/nsf14577/nsf14577.htm,industry,['J.7'],"['COMPUTERS IN OTHER SYSTEMS (C.3)', ' Command and control', ' Consumer products', ' Industrial control', ' Military', ' Process control', ' Publishing', ' Real time']","['computer system', 'command control', 'consumer product', 'industrial control', 'military', 'process control', 'publishing', 'real time']"
1136,https://www.nsf.gov/pubs/2014/nsf14577/nsf14577.htm,development,['F.4.2'],"['Grammars and Other Rewriting Systems (D.3.1)', ' Decision problems', ' Grammar types (e.g., context-free, context-sensitive)', ' Parallel rewriting systems (e.g., developmental systems, L-systems)', ' Parsing', ' Thue systems']","['grammar rewriting system', 'decision problem', 'grammar type eg contextfree contextsensitive', 'parallel rewriting system eg developmental system lsystems', 'parsing', 'thue system']"
1137,https://www.nsf.gov/pubs/2014/nsf14577/nsf14577.htm,professional development,['K.7.4'],"['Professional Ethics (K.4) (NEW)', ' Codes of ethics (NEW)', ' Codes of good practice (NEW)', ' Ethical dilemmas (NEW)']","['professional ethic new', 'code ethic new', 'code good practice new', 'ethical dilemma new']"
1138,https://www.nsf.gov/pubs/2014/nsf14577/nsf14577.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
1139,https://www.nsf.gov/pubs/2014/nsf14545/nsf14545.htm,modeling,['I.3.5'],"['Computational Geometry and Object Modeling', ' Boundary representations', ' Constructive solid geometry (CSG)**', ' Curve, surface, solid, and object representations', ' Geometric algorithms, languages, and systems', ' Hierarchy and geometric transformations', ' Modeling packages', ' Object hierarchies', ' Physically based modeling', ' Splines']","['computational geometry object modeling', 'boundary representation', 'constructive solid geometry csg', 'curve surface solid object representation', 'geometric algorithm language system', 'hierarchy geometric transformation', 'modeling package', 'object hierarchy', 'physically based modeling', 'spline']"
1140,https://www.nsf.gov/pubs/2014/nsf14545/nsf14545.htm,dynamic,['I.2.8'],"['Problem Solving, Control Methods, and Search (F.2.2)', ' Backtracking', ' Control theory (NEW)', ' Dynamic programming', ' Graph and tree search strategies', ' Heuristic methods', ' Plan execution, formation, and generation', ' Scheduling (NEW)']","['problem solving control method search', 'backtracking', 'control theory new', 'dynamic programming', 'graph tree search strategy', 'heuristic method', 'plan execution formation generation', 'scheduling new']"
1141,https://www.nsf.gov/pubs/2014/nsf14545/nsf14545.htm,chemistry,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
1142,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,area,['J.5'],"['ARTS AND HUMANITIES', ' Architecture (NEW)', ' Arts, fine and performing**', ' Fine arts (NEW)', ' Language translation', ' Linguistics', ' Literature', ' Music**', ' Performing arts (e.g., dance, music) (NEW)']","['art humanity', 'architecture new', 'art fine performing', 'fine art new', 'language translation', 'linguistics', 'literature', 'music', 'performing art eg dance music new']"
1143,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,industrially relevant,['J.7'],"['COMPUTERS IN OTHER SYSTEMS (C.3)', ' Command and control', ' Consumer products', ' Industrial control', ' Military', ' Process control', ' Publishing', ' Real time']","['computer system', 'command control', 'consumer product', 'industrial control', 'military', 'process control', 'publishing', 'real time']"
1144,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,nanotechnology,['H.5.4'],"['Hypertext/Hypermedia (I.7, J.7) (NEW)', ' Architectures (NEW)', ' Navigation (NEW)', ' Theory (NEW)', ' User issues (NEW)']","['hypertexthypermedia new', 'architecture new', 'navigation new', 'theory new', 'user issue new']"
1145,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,health safety,['J.3'],"['LIFE AND MEDICAL SCIENCES', ' Biology and genetics (REVISED)', ' Health', ' Medical information systems']","['life medical science', 'biology genetics revised', 'health', 'medical information system']"
1146,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,environmental health,['I.6.7'],"['Simulation Support Systems', ' Environments']","['simulation support system', 'environment']"
1147,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,nanomaterials,['H.5.4'],"['Hypertext/Hypermedia (I.7, J.7) (NEW)', ' Architectures (NEW)', ' Navigation (NEW)', ' Theory (NEW)', ' User issues (NEW)']","['hypertexthypermedia new', 'architecture new', 'navigation new', 'theory new', 'user issue new']"
1148,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,health,['J.3'],"['LIFE AND MEDICAL SCIENCES', ' Biology and genetics (REVISED)', ' Health', ' Medical information systems']","['life medical science', 'biology genetics revised', 'health', 'medical information system']"
1149,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,year,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
1150,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,industry,['J.7'],"['COMPUTERS IN OTHER SYSTEMS (C.3)', ' Command and control', ' Consumer products', ' Industrial control', ' Military', ' Process control', ' Publishing', ' Real time']","['computer system', 'command control', 'consumer product', 'industrial control', 'military', 'process control', 'publishing', 'real time']"
1151,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,science foundation,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
1152,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,characterization evaluation,['G.1.7'],"['Ordinary Differential Equations', ' Boundary value problems', ' Chaotic systems (NEW)', ' Convergence and stability', ' Differential-algebraic equations (NEW)', ' Error analysis', ' Finite difference methods (NEW)', ' Initial value problems', ' Multistep and multivalue methods (REVISED)', ' One-step (single step) methods (REVISED)', ' Stiff equations']","['ordinary differential equation', 'boundary value problem', 'chaotic system new', 'convergence stability', 'differentialalgebraic equation new', 'error analysis', 'finite difference method new', 'initial value problem', 'multistep multivalue method revised', 'onestep single step method revised', 'stiff equation']"
1153,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,low cost,['D.4.9'],"['Systems Programs and Utilities', ' Command and control languages', ' Linkers**', ' Loaders**', ' Window managers']","['system program utility', 'command control language', 'linkers', 'loader', 'window manager']"
1154,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,national science,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
1155,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,industry future,['J.7'],"['COMPUTERS IN OTHER SYSTEMS (C.3)', ' Command and control', ' Consumer products', ' Industrial control', ' Military', ' Process control', ' Publishing', ' Real time']","['computer system', 'command control', 'consumer product', 'industrial control', 'military', 'process control', 'publishing', 'real time']"
1156,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,foundation nsf,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
1157,https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm,production,['D.2.9'],"['Management (K.6.3, K.6.4)', ' Copyrights**', ' Cost estimation', ' Life cycle', ' Productivity', ' Programming teams', ' Software configuration management', ' Software process models (e.g., CMM, ISO, PSP) (NEW)', ' Software quality assurance (SQA)', ' Time estimation']","['management', 'copyright', 'cost estimation', 'life cycle', 'productivity', 'programming team', 'software configuration management', 'software process model eg cmm iso psp new', 'software quality assurance sqa', 'time estimation']"
1158,https://www.nsf.gov/pubs/2014/nsf14531/nsf14531.htm,science engineering,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
1159,https://www.nsf.gov/pubs/2014/nsf14531/nsf14531.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
1160,https://www.nsf.gov/pubs/2014/nsf14529/nsf14529.htm,service,['C.5.5'],['Servers (NEW)'],['server new']
1161,https://www.nsf.gov/pubs/2014/nsf14529/nsf14529.htm,science engineering,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
1162,https://www.nsf.gov/pubs/2014/nsf14529/nsf14529.htm,information science,['H'],[],[]
1163,https://www.nsf.gov/pubs/2014/nsf14529/nsf14529.htm,science foundation,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
1164,https://www.nsf.gov/pubs/2014/nsf14529/nsf14529.htm,computer information,['K.1'],"['THE COMPUTER INDUSTRY', ' Markets', ' Standards', ' Statistics', ' Suppliers']","['computer industry', 'market', 'standard', 'statistic', 'supplier']"
1165,https://www.nsf.gov/pubs/2014/nsf14529/nsf14529.htm,national science,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
1166,https://www.nsf.gov/pubs/2014/nsf14529/nsf14529.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
1167,https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm,area,['J.5'],"['ARTS AND HUMANITIES', ' Architecture (NEW)', ' Arts, fine and performing**', ' Fine arts (NEW)', ' Language translation', ' Linguistics', ' Literature', ' Music**', ' Performing arts (e.g., dance, music) (NEW)']","['art humanity', 'architecture new', 'art fine performing', 'fine art new', 'language translation', 'linguistics', 'literature', 'music', 'performing art eg dance music new']"
1168,https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm,computational science,['F.4.1'],"['Mathematical Logic (F.1.1, I.2.2-4)', ' Computability theory', ' Computational logic', ' Lambda calculus and related systems', ' Logic and constraint programming (REVISED)', ' Mechanical theorem proving', ' Modal logic (NEW)', ' Model theory', ' Proof theory', ' Recursive function theory', ' Set theory (NEW)', ' Temporal logic (NEW)']","['mathematical logic', 'computability theory', 'computational logic', 'lambda calculus related system', 'logic constraint programming revised', 'mechanical theorem proving', 'modal logic new', 'model theory', 'proof theory', 'recursive function theory', 'set theory new', 'temporal logic new']"
1169,https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm,management,['D.2.9'],"['Management (K.6.3, K.6.4)', ' Copyrights**', ' Cost estimation', ' Life cycle', ' Productivity', ' Programming teams', ' Software configuration management', ' Software process models (e.g., CMM, ISO, PSP) (NEW)', ' Software quality assurance (SQA)', ' Time estimation']","['management', 'copyright', 'cost estimation', 'life cycle', 'productivity', 'programming team', 'software configuration management', 'software process model eg cmm iso psp new', 'software quality assurance sqa', 'time estimation']"
1170,https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm,two year,['H.5.1'],"['Multimedia Information Systems', ' Animations', ' Artificial, augmented, and virtual realities (REVISED)', ' Audio input/output', ' Evaluation/methodology', ' Hypertext navigation and maps**', ' Video (e.g., tape, disk, DVI)']","['multimedia information system', 'animation', 'artificial augmented virtual reality revised', 'audio inputoutput', 'evaluationmethodology', 'hypertext navigation map', 'video eg tape disk dvi']"
1171,https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm,year,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
1172,https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm,data driven,['H.2.7'],"['Database Administration', ' Data dictionary/directory', ' Data warehouse and repository (NEW)', ' Logging and recovery', ' Security, integrity, and protection (NEW)']","['database administration', 'data dictionarydirectory', 'data warehouse repository new', 'logging recovery', 'security integrity protection new']"
1173,https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
1174,https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm,science computer,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
1175,https://www.nsf.gov/pubs/2014/nsf14519/nsf14519.htm,computing information,['K'],[],[]
1176,https://www.nsf.gov/pubs/2014/nsf14516/nsf14516.htm,xps,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
