,nsf_proposal_links_v1,skill,code,terms,preprocessed_terms
651,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,property,['I.2.9'],"['Robotics', ' Autonomous vehicles (NEW)', ' Commercial robots and applications (NEW)', ' Kinematics and dynamics (NEW)', ' Manipulators', ' Operator interfaces (NEW)', ' Propelling mechanisms', ' Sensors', ' Workcell organization and planning (NEW)']","['robotics', 'autonomous vehicle new', 'commercial robot application new', 'kinematics dynamic new', 'manipulator', 'operator interface new', 'propelling mechanism', 'sensor', 'workcell organization planning new']"
652,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,fundamental understanding,['D.3.3'],"['Language Constructs and Features (E.2)', ' Abstract data types', ' Classes and objects (NEW)', ' Concurrent programming structures', ' Constraints (NEW)', ' Control structures', ' Coroutines', ' Data types and structures', ' Dynamic storage management', ' Frameworks (NEW)', ' Inheritance (NEW)', ' Input/output', ' Modules, packages', ' Patterns (NEW)', ' Polymorphism (NEW)', ' Procedures, functions, and subroutines', ' Recursion']","['language construct feature', 'abstract data type', 'class object new', 'concurrent programming structure', 'constraint new', 'control structure', 'coroutines', 'data type structure', 'dynamic storage management', 'framework new', 'inheritance new', 'inputoutput', 'module package', 'pattern new', 'polymorphism new', 'procedure function subroutine', 'recursion']"
653,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,lead new,['I.2.6'],"['Learning (K.3.2)', ' Analogies', ' Concept learning', ' Connectionism and neural nets', ' Induction', ' Knowledge acquisition', ' Language acquisition', ' Parameter learning']","['learning', 'analogy', 'concept learning', 'connectionism neural net', 'induction', 'knowledge acquisition', 'language acquisition', 'parameter learning']"
654,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
655,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,industry,['J.7'],"['COMPUTERS IN OTHER SYSTEMS (C.3)', ' Command and control', ' Consumer products', ' Industrial control', ' Military', ' Process control', ' Publishing', ' Real time']","['computer system', 'command control', 'consumer product', 'industrial control', 'military', 'process control', 'publishing', 'real time']"
656,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,novel design,['H.2.1'],"['Logical Design', ' Data models', ' Normal forms', ' Schema and subschema']","['logical design', 'data model', 'normal form', 'schema subschema']"
657,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,synthesis characterization,['D.3.1'],"['Formal Definitions and Theory (D.2.1, F.3.1-2, F.4.2-3)', ' Semantics', ' Syntax']","['formal definition theory', 'semantics', 'syntax']"
658,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,processing,"['D.3.4', 'B.4.1']","['Processors', ' Code generation', ' Compilers', ' Debuggers (NEW)', ' Incremental compilers (NEW)', ' Interpreters', ' Memory management (garbage collection) (NEW)', ' Optimization', ' Parsing', ' Preprocessors', ' Retargetable compilers (NEW)', ' Run-time environments', ' Translator writing systems and compiler generators', 'Data Communications Devices', ' Processors**', ' Receivers (e.g., voice, data, image)**', ' Transmitters**']","['processor', 'code generation', 'compiler', 'debugger new', 'incremental compiler new', 'interpreter', 'memory management garbage collection new', 'optimization', 'parsing', 'preprocessors', 'retargetable compiler new', 'runtime environment', 'translator writing system compiler generator', 'data communication device', 'processor', 'receiver eg voice data image', 'transmitter']"
659,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,control,['B.5.1'],"['Design', ' Arithmetic and logic units', ' Control design', ' Data-path design', ' Memory design', ' Styles (e.g., parallel, pipeline, special-purpose)']","['design', 'arithmetic logic unit', 'control design', 'datapath design', 'memory design', 'style eg parallel pipeline specialpurpose']"
660,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,development,['F.4.2'],"['Grammars and Other Rewriting Systems (D.3.1)', ' Decision problems', ' Grammar types (e.g., context-free, context-sensitive)', ' Parallel rewriting systems (e.g., developmental systems, L-systems)', ' Parsing', ' Thue systems']","['grammar rewriting system', 'decision problem', 'grammar type eg contextfree contextsensitive', 'parallel rewriting system eg developmental system lsystems', 'parsing', 'thue system']"
661,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,united state,['I.2.3'],"['Deduction and Theorem Proving (F.4.1)', ' Answer/reason extraction', ' Deduction (e.g., natural, rule-based)', ' Inference engines (NEW)', ' Logic programming', ' Mathematical induction', ' Metatheory**', ' Nonmonotonic reasoning and belief revision', ' Resolution', "" Uncertainty, ``fuzzy,'' and probabilistic reasoning""]","['deduction theorem proving', 'answerreason extraction', 'deduction eg natural rulebased', 'inference engine new', 'logic programming', 'mathematical induction', 'metatheory', 'nonmonotonic reasoning belief revision', 'resolution', 'uncertainty fuzzy probabilistic reasoning']"
662,https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm,synthesis,['D.3.1'],"['Formal Definitions and Theory (D.2.1, F.3.1-2, F.4.2-3)', ' Semantics', ' Syntax']","['formal definition theory', 'semantics', 'syntax']"
663,https://www.nsf.gov/pubs/2017/nsf17578/nsf17578.htm,area,['J.5'],"['ARTS AND HUMANITIES', ' Architecture (NEW)', ' Arts, fine and performing**', ' Fine arts (NEW)', ' Language translation', ' Linguistics', ' Literature', ' Music**', ' Performing arts (e.g., dance, music) (NEW)']","['art humanity', 'architecture new', 'art fine performing', 'fine art new', 'language translation', 'linguistics', 'literature', 'music', 'performing art eg dance music new']"
664,https://www.nsf.gov/pubs/2017/nsf17578/nsf17578.htm,directorate engineering,['D.4.3'],"['File Systems Management (E.5)', ' Access methods', ' Directory structures', ' Distributed file systems', ' File organization', ' Maintenance**']","['file system management', 'access method', 'directory structure', 'distributed file system', 'file organization', 'maintenance']"
665,https://www.nsf.gov/pubs/2017/nsf17578/nsf17578.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
666,https://www.nsf.gov/pubs/2017/nsf17576/nsf17576.htm,security,['D.4.6'],"['Security and Protection (K.6.5)', ' Access controls', ' Authentication', ' Cryptographic controls', ' Information flow controls', ' Invasive software (e.g., viruses, worms, Trojan horses)', ' Security kernels**', ' Verification**']","['security protection', 'access control', 'authentication', 'cryptographic control', 'information flow control', 'invasive software eg virus worm trojan horse', 'security kernel', 'verification']"
667,https://www.nsf.gov/pubs/2017/nsf17576/nsf17576.htm,problem involving,['I.2.8'],"['Problem Solving, Control Methods, and Search (F.2.2)', ' Backtracking', ' Control theory (NEW)', ' Dynamic programming', ' Graph and tree search strategies', ' Heuristic methods', ' Plan execution, formation, and generation', ' Scheduling (NEW)']","['problem solving control method search', 'backtracking', 'control theory new', 'dynamic programming', 'graph tree search strategy', 'heuristic method', 'plan execution formation generation', 'scheduling new']"
668,https://www.nsf.gov/pubs/2017/nsf17576/nsf17576.htm,cyber system,['K.4.4'],"['Electronic Commerce (J.1) (NEW)', ' Cybercash, digital cash (NEW)', ' Distributed commercial transactions (NEW)', ' Electronic data interchange (EDI) (NEW)', ' Intellectual property (NEW)', ' Payment schemes (NEW)', ' Security (NEW)']","['electronic commerce new', 'cybercash digital cash new', 'distributed commercial transaction new', 'electronic data interchange edi new', 'intellectual property new', 'payment scheme new', 'security new']"
669,https://www.nsf.gov/pubs/2017/nsf17576/nsf17576.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
670,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,area,['J.5'],"['ARTS AND HUMANITIES', ' Architecture (NEW)', ' Arts, fine and performing**', ' Fine arts (NEW)', ' Language translation', ' Linguistics', ' Literature', ' Music**', ' Performing arts (e.g., dance, music) (NEW)']","['art humanity', 'architecture new', 'art fine performing', 'fine art new', 'language translation', 'linguistics', 'literature', 'music', 'performing art eg dance music new']"
671,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,science technology,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
672,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,computer science,['K.3.2'],"['Computer and Information Science Education', ' Accreditation (NEW)', ' Computer science education', ' Curriculum', ' Information systems education', ' Literacy (NEW)', ' Self-assessment']","['computer information science education', 'accreditation new', 'computer science education', 'curriculum', 'information system education', 'literacy new', 'selfassessment']"
673,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,directorate engineering,['D.4.3'],"['File Systems Management (E.5)', ' Access methods', ' Directory structures', ' Distributed file systems', ' File organization', ' Maintenance**']","['file system management', 'access method', 'directory structure', 'distributed file system', 'file organization', 'maintenance']"
674,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,experience new,['G.3'],"['PROBABILITY AND STATISTICS', ' Contingency table analysis (NEW)', ' Correlation and regression analysis (NEW)', ' Distribution functions (NEW)', ' Experimental design (NEW)', ' Markov processes (NEW)', ' Multivariate statistics (NEW)', ' Nonparametric statistics (NEW)', ' Probabilistic algorithms (including Monte Carlo)', ' Queueing theory (NEW)', ' Random number generation', ' Reliability and life testing (NEW)', ' Renewal theory (NEW)', ' Robust regression (NEW)', ' Statistical computing', ' Statistical software', ' Stochastic processes (NEW)', ' Survival analysis (NEW)', ' Time series analysis (NEW)']","['probability statistic', 'contingency table analysis new', 'correlation regression analysis new', 'distribution function new', 'experimental design new', 'markov process new', 'multivariate statistic new', 'nonparametric statistic new', 'probabilistic algorithm including monte carlo', 'queueing theory new', 'random number generation', 'reliability life testing new', 'renewal theory new', 'robust regression new', 'statistical computing', 'statistical software', 'stochastic process new', 'survival analysis new', 'time series analysis new']"
675,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,science engineering,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
676,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,information science,['H'],[],[]
677,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,graduate student,['G.1.6'],"['Optimization', ' Constrained optimization', ' Convex programming (NEW)', ' Global optimization (NEW)', ' Gradient methods', ' Integer programming', ' Least squares methods', ' Linear programming', ' Nonlinear programming', ' Quadratic programming methods (NEW)', ' Simulated annealing (NEW)', ' Stochastic programming (NEW)', ' Unconstrained optimization (NEW)']","['optimization', 'constrained optimization', 'convex programming new', 'global optimization new', 'gradient method', 'integer programming', 'least square method', 'linear programming', 'nonlinear programming', 'quadratic programming method new', 'simulated annealing new', 'stochastic programming new', 'unconstrained optimization new']"
678,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,computer information,['K.1'],"['THE COMPUTER INDUSTRY', ' Markets', ' Standards', ' Statistics', ' Suppliers']","['computer industry', 'market', 'standard', 'statistic', 'supplier']"
679,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,revolve around,['D.2.7'],"['Distribution, Maintenance, and Enhancement (REVISED)', ' Corrections**', ' Documentation', ' Enhancement**', ' Extensibility**', ' Portability', ' Restructuring, reverse engineering, and reengineering (REVISED)', ' Version control']","['distribution maintenance enhancement revised', 'correction', 'documentation', 'enhancement', 'extensibility', 'portability', 'restructuring reverse engineering reengineering revised', 'version control']"
680,https://www.nsf.gov/pubs/2017/nsf17575/nsf17575.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
681,https://www.nsf.gov/pubs/2017/nsf17572/nsf17572.htm,project develop,['K.6.1'],"['Project and People Management', ' Life cycle', ' Management techniques (e.g., PERT/CPM)', ' Staffing', ' Strategic information systems planning (NEW)', ' Systems analysis and design', ' Systems development', ' Training']","['project people management', 'life cycle', 'management technique eg pertcpm', 'staffing', 'strategic information system planning new', 'system analysis design', 'system development', 'training']"
682,https://www.nsf.gov/pubs/2017/nsf17572/nsf17572.htm,intelligent system,['I.2.11'],"['Distributed Artificial Intelligence', ' Coherence and coordination', ' Intelligent agents (NEW)', ' Languages and structures', ' Multiagent systems (NEW)']","['distributed artificial intelligence', 'coherence coordination', 'intelligent agent new', 'language structure', 'multiagent system new']"
683,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,support interface,['K.1'],"['THE COMPUTER INDUSTRY', ' Markets', ' Standards', ' Statistics', ' Suppliers']","['computer industry', 'market', 'standard', 'statistic', 'supplier']"
684,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,health,['J.3'],"['LIFE AND MEDICAL SCIENCES', ' Biology and genetics (REVISED)', ' Health', ' Medical information systems']","['life medical science', 'biology genetics revised', 'health', 'medical information system']"
685,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,nih,['H.5.4'],"['Hypertext/Hypermedia (I.7, J.7) (NEW)', ' Architectures (NEW)', ' Navigation (NEW)', ' Theory (NEW)', ' User issues (NEW)']","['hypertexthypermedia new', 'architecture new', 'navigation new', 'theory new', 'user issue new']"
686,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,science foundation,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
687,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,national institute,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
688,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,biomedical science,['A.0'],"['GENERAL', ' Biographies/autobiographies', ' Conference proceedings', ' General literary works (e.g., fiction, plays)']","['general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play']"
689,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,statistic,['K.1'],"['THE COMPUTER INDUSTRY', ' Markets', ' Standards', ' Statistics', ' Suppliers']","['computer industry', 'market', 'standard', 'statistic', 'supplier']"
690,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,national science,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
691,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,foundation nsf,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
692,https://www.nsf.gov/pubs/2017/nsf17569/nsf17569.htm,biomedical,['A.0'],"['GENERAL', ' Biographies/autobiographies', ' Conference proceedings', ' General literary works (e.g., fiction, plays)']","['general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play']"
693,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,material,['G.1.3'],"['Numerical Linear Algebra', ' Conditioning', ' Determinants**', ' Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', ' Error analysis', ' Linear systems (direct and iterative methods)', ' Matrix inversion', ' Pseudoinverses**', ' Singular value decomposition (NEW)', ' Sparse, structured, and very large systems (direct and iterative methods) (REVISED)']","['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']"
694,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,science engineering,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
695,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,industry,['J.7'],"['COMPUTERS IN OTHER SYSTEMS (C.3)', ' Command and control', ' Consumer products', ' Industrial control', ' Military', ' Process control', ' Publishing', ' Real time']","['computer system', 'command control', 'consumer product', 'industrial control', 'military', 'process control', 'publishing', 'real time']"
696,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,science foundation,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
697,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,development,['F.4.2'],"['Grammars and Other Rewriting Systems (D.3.1)', ' Decision problems', ' Grammar types (e.g., context-free, context-sensitive)', ' Parallel rewriting systems (e.g., developmental systems, L-systems)', ' Parsing', ' Thue systems']","['grammar rewriting system', 'decision problem', 'grammar type eg contextfree contextsensitive', 'parallel rewriting system eg developmental system lsystems', 'parsing', 'thue system']"
698,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,national science,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
699,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,professional development,['K.7.4'],"['Professional Ethics (K.4) (NEW)', ' Codes of ethics (NEW)', ' Codes of good practice (NEW)', ' Ethical dilemmas (NEW)']","['professional ethic new', 'code ethic new', 'code good practice new', 'ethical dilemma new']"
700,https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm,engineering,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
701,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,material,['G.1.3'],"['Numerical Linear Algebra', ' Conditioning', ' Determinants**', ' Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', ' Error analysis', ' Linear systems (direct and iterative methods)', ' Matrix inversion', ' Pseudoinverses**', ' Singular value decomposition (NEW)', ' Sparse, structured, and very large systems (direct and iterative methods) (REVISED)']","['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']"
702,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,property,['I.2.9'],"['Robotics', ' Autonomous vehicles (NEW)', ' Commercial robots and applications (NEW)', ' Kinematics and dynamics (NEW)', ' Manipulators', ' Operator interfaces (NEW)', ' Propelling mechanisms', ' Sensors', ' Workcell organization and planning (NEW)']","['robotics', 'autonomous vehicle new', 'commercial robot application new', 'kinematics dynamic new', 'manipulator', 'operator interface new', 'propelling mechanism', 'sensor', 'workcell organization planning new']"
703,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,physic,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
704,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,experimental study,['G.3'],"['PROBABILITY AND STATISTICS', ' Contingency table analysis (NEW)', ' Correlation and regression analysis (NEW)', ' Distribution functions (NEW)', ' Experimental design (NEW)', ' Markov processes (NEW)', ' Multivariate statistics (NEW)', ' Nonparametric statistics (NEW)', ' Probabilistic algorithms (including Monte Carlo)', ' Queueing theory (NEW)', ' Random number generation', ' Reliability and life testing (NEW)', ' Renewal theory (NEW)', ' Robust regression (NEW)', ' Statistical computing', ' Statistical software', ' Stochastic processes (NEW)', ' Survival analysis (NEW)', ' Time series analysis (NEW)']","['probability statistic', 'contingency table analysis new', 'correlation regression analysis new', 'distribution function new', 'experimental design new', 'markov process new', 'multivariate statistic new', 'nonparametric statistic new', 'probabilistic algorithm including monte carlo', 'queueing theory new', 'random number generation', 'reliability life testing new', 'renewal theory new', 'robust regression new', 'statistical computing', 'statistical software', 'stochastic process new', 'survival analysis new', 'time series analysis new']"
705,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,composition,['E.2'],"['DATA STORAGE REPRESENTATIONS', ' Composite structures**', ' Contiguous representations**', ' Hash-table representations', ' Linked representations', ' Object representation (NEW)', ' Primitive data items**']","['data storage representation', 'composite structure', 'contiguous representation', 'hashtable representation', 'linked representation', 'object representation new', 'primitive data item']"
706,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,wave propagation,['G.1.2'],"['Approximation', ' Approximation of surfaces and contours (NEW)', ' Chebyshev approximation and theory', ' Elementary function approximation', ' Fast Fourier transforms (FFT) (NEW)', ' Least squares approximation', ' Linear approximation', ' Minimax approximation and algorithms', ' Nonlinear approximation', ' Rational approximation', ' Special function approximations (NEW)', ' Spline and piecewise polynomial approximation', ' Wavelets and fractals (NEW)']","['approximation', 'approximation surface contour new', 'chebyshev approximation theory', 'elementary function approximation', 'fast fourier transforms fft new', 'least square approximation', 'linear approximation', 'minimax approximation algorithm', 'nonlinear approximation', 'rational approximation', 'special function approximation new', 'spline piecewise polynomial approximation', 'wavelet fractal new']"
707,https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm,theoretical experimental,['H.5.3'],"['Group and Organization Interfaces', ' Asynchronous interaction', ' Collaborative computing (NEW)', ' Computer-supported cooperative work (NEW)', ' Evaluation/methodology', ' Organizational design', ' Synchronous interaction', ' Theory and models', ' Web-based interaction (NEW)']","['group organization interface', 'asynchronous interaction', 'collaborative computing new', 'computersupported cooperative work new', 'evaluationmethodology', 'organizational design', 'synchronous interaction', 'theory model', 'webbased interaction new']"
708,https://www.nsf.gov/pubs/2017/nsf17553/nsf17553.htm,discovery,['I.2.7'],"['Natural Language Processing', ' Discourse', ' Language generation', ' Language models', ' Language parsing and understanding', ' Machine translation', ' Speech recognition and synthesis', ' Text analysis']","['natural language processing', 'discourse', 'language generation', 'language model', 'language parsing understanding', 'machine translation', 'speech recognition synthesis', 'text analysis']"
709,https://www.nsf.gov/pubs/2017/nsf17553/nsf17553.htm,science foundation,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
