nsf_proposal_links_v0,researcher_name,team
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Smriti Saraswat,['Smriti Saraswat']
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sonal Atreya,['Sonal Atreya']
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Tina Pujara,"['Tina Pujara', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Tina Pujara,"['Tina Pujara', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Tina Pujara,"['Tina Pujara', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Tina Pujara,"['Tina Pujara', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Tina Pujara,"['Tina Pujara', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,V Devadas,['V Devadas']
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jaydev Dabas,"['Jaydev Dabas', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jaydev Dabas,"['Jaydev Dabas', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jaydev Dabas,"['Jaydev Dabas', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jaydev Dabas,"['Jaydev Dabas', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jaydev Dabas,"['Jaydev Dabas', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Millie Pant,"['Millie Pant', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Millie Pant,"['Millie Pant', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Millie Pant,"['Millie Pant', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Millie Pant,"['Millie Pant', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Millie Pant,"['Millie Pant', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajan Arora,"['Rajan Arora', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajan Arora,"['Rajan Arora', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajan Arora,"['Rajan Arora', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajan Arora,"['Rajan Arora', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajan Arora,"['Rajan Arora', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Bijan Choudhury,"['Bijan Choudhury', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Bijan Choudhury,"['Bijan Choudhury', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Bijan Choudhury,"['Bijan Choudhury', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Bijan Choudhury,"['Bijan Choudhury', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Bijan Choudhury,"['Bijan Choudhury', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Debabrata Sircar,['Debabrata Sircar']
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Deepak Sharma,['Deepak Sharma']
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,P Gopinath,"['P Gopinath', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,P Gopinath,"['P Gopinath', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,P Gopinath,"['P Gopinath', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,P Gopinath,"['P Gopinath', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,P Gopinath,"['P Gopinath', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Harsh Chauhan,"['Harsh Chauhan', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Harsh Chauhan,"['Harsh Chauhan', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Harsh Chauhan,"['Harsh Chauhan', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Harsh Chauhan,"['Harsh Chauhan', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Harsh Chauhan,"['Harsh Chauhan', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Krishna Mohan Poluri,['Krishna Mohan Poluri']
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Maya S.Nair,"['Maya S.Nair', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Maya S.Nair,"['Maya S.Nair', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Maya S.Nair,"['Maya S.Nair', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Maya S.Nair,"['Maya S.Nair', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Maya S.Nair,"['Maya S.Nair', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,N K Navani,"['N K Navani', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,N K Navani,"['N K Navani', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,N K Navani,"['N K Navani', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,N K Navani,"['N K Navani', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,N K Navani,"['N K Navani', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Partha Roy,"['Partha Roy', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Partha Roy,"['Partha Roy', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Partha Roy,"['Partha Roy', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Partha Roy,"['Partha Roy', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Partha Roy,"['Partha Roy', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Poonam Choudhary,"['Poonam Choudhary', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Poonam Choudhary,"['Poonam Choudhary', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Poonam Choudhary,"['Poonam Choudhary', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Poonam Choudhary,"['Poonam Choudhary', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Poonam Choudhary,"['Poonam Choudhary', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prabhat Kumar Mandal,['Prabhat Kumar Mandal']
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pranita P Sarangi,"['Pranita P Sarangi', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pranita P Sarangi,"['Pranita P Sarangi', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pranita P Sarangi,"['Pranita P Sarangi', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pranita P Sarangi,"['Pranita P Sarangi', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pranita P Sarangi,"['Pranita P Sarangi', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pravindra Kumar,"['Pravindra Kumar', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pravindra Kumar,"['Pravindra Kumar', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pravindra Kumar,"['Pravindra Kumar', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pravindra Kumar,"['Pravindra Kumar', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pravindra Kumar,"['Pravindra Kumar', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prince Tiwari,"['Prince Tiwari', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prince Tiwari,"['Prince Tiwari', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prince Tiwari,"['Prince Tiwari', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prince Tiwari,"['Prince Tiwari', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prince Tiwari,"['Prince Tiwari', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,R. P. Singh,"['R. P. Singh', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,R. P. Singh,"['R. P. Singh', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,R. P. Singh,"['R. P. Singh', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,R. P. Singh,"['R. P. Singh', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,R. P. Singh,"['R. P. Singh', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ramasare Prasad,"['Ramasare Prasad', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ramasare Prasad,"['Ramasare Prasad', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ramasare Prasad,"['Ramasare Prasad', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ramasare Prasad,"['Ramasare Prasad', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ramasare Prasad,"['Ramasare Prasad', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ranjana Pathania,"['Ranjana Pathania', 'P Gopinath']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ranjana Pathania,"['Ranjana Pathania', 'N K Navani']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ranjana Pathania,"['Ranjana Pathania', 'Maya S.Nair']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ranjana Pathania,"['Ranjana Pathania', 'Jitin Singla']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ranjana Pathania,"['Ranjana Pathania', 'Ashwani Kumar Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Krishna Mohan Poluri']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Deepak Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Debabrata Sircar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Arindam Biswas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'P Gopinath']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'N K Navani']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Maya S.Nair']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Jitin Singla']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Ashwani Kumar Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'P Gopinath']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'N K Navani']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Maya S.Nair']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Jitin Singla']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Ashwani Kumar Sharma']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Sachin Suresh Tiwari']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Ranjana Pathania']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Rajesh Kumar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Mahua Mukherjee']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'E Rajasekar']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajesh Kumar,"['Rajesh Kumar', 'P Gopinath']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajesh Kumar,"['Rajesh Kumar', 'N K Navani']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajesh Kumar,"['Rajesh Kumar', 'Maya S.Nair']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajesh Kumar,"['Rajesh Kumar', 'Jitin Singla']"
