alpha,cost_multiplier,max_candidates,G_mean,G_std,Volume_mean,top_goodness_mean,n_rows,n_researchers,n_proposals,table2_sp,table3_sp,table3_csp,table3_eo,table3_prp,table3_te,fairness_top_goodness_mean
0.5,0.14,18,0.36659084891304355,0.0038010657191579144,9.097173913043479,0.4161663043478261,4600,46,100,0.07887783689310403,0.06838122926794232,0.06716315960874555,0.11289631422976754,0.06349888239585899,0.9503632447107175,0.41299101038429464
0.5,0.14,22,0.36659084891304355,0.0038010657191579144,9.097173913043479,0.4161663043478261,4600,46,100,0.07887783689310403,0.06838122926794232,0.06716315960874555,0.11289631422976754,0.06349888239585899,0.9503632447107175,0.41299101038429464
0.5,0.14,14,0.36657226630434775,0.0037977964896144262,9.097173913043479,0.4161663043478261,4600,46,100,0.07886274781964975,0.06840434905154119,0.06718866943481903,0.11291362724915813,0.06352951172875376,0.9505555322040546,0.41299067118926697
0.5,0.2,18,0.3664387619565217,0.0037966316057959607,9.097173913043479,0.41614999999999996,4600,46,100,0.07515639992323929,0.07399750002523348,0.07266197178833644,0.11944612929842413,0.0674575480125365,0.9716583423391847,0.41302362136179555
