nsf_proposal_links_v0,researcher,pseudo_skills
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Tina Pujara,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Uttam Kumar Roy,"['building', 'capacity building']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,V Devadas,['decade']
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jaydev Dabas,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Millie Pant,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajan Arora,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ashwani Kumar Sharma,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Bijan Choudhury,['chair']
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Debabrata Sircar,"['decade', 'demand']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Deepak Sharma,"['capacity building', 'decade']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,P Gopinath,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Harsh Chauhan,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Srinivas Kiran Ambatipudi,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Krishna Mohan Poluri,['decade']
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Maya S.Nair,['demand']
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,N K Navani,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Partha Roy,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Poonam Choudhary,['demand']
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prabhat Kumar Mandal,"['chair', 'decade']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pranita P Sarangi,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Pravindra Kumar,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Prince Tiwari,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,R. P. Singh,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ramasare Prasad,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Ranjana Pathania,"['decade', 'demand']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Sanjoy Ghosh,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Saugata Hazra,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Shailly Tomar,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Shri Ram Yadav,[]
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Soma Rohatgi,['decade']
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Sachin Suresh Tiwari,"['chair', 'decade']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Jitin Singla,['chair']
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Rajesh Kumar,"['decade', 'demand']"
v0_003_call_for_applications_under_the_second_phase_of_the_national_geospatial_chair_professor_scheme,Akhil Upadhyay,"['building', 'capacity building', 'chair', 'demand']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Arindam Biswas,"['computer', 'design']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Avlokita Agrawal,"['computer', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Gaurav Raheja,"['artificial intelligence', 'computer', 'design', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Harshit Sosan Lakra,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Mahua Mukherjee,"['artificial intelligence', 'design', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Prabhjot Singh Chani,"['computer', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,E Rajasekar,"['design', 'modeling', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Ram Sateesh Pasupuleti,"['artificial intelligence', 'computer']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Saptarshi Kolay,"['artificial intelligence', 'computer', 'design', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Shubhajit Sadhukhan,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Smriti Saraswat,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Sonal Atreya,"['artificial intelligence', 'computer']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Tina Pujara,"['artificial intelligence', 'computer', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Uttam Kumar Roy,"['artificial intelligence', 'computer', 'design', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,V Devadas,"['computer', 'design']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Jaydev Dabas,"['artificial intelligence', 'design', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Millie Pant,"['artificial intelligence', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Rajan Arora,"['artificial intelligence', 'computer', 'modeling', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Ashwani Kumar Sharma,"['computer', 'design', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Bijan Choudhury,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Debabrata Sircar,"['artificial intelligence', 'computer', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Deepak Sharma,"['artificial intelligence', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,P Gopinath,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Harsh Chauhan,"['computer', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Srinivas Kiran Ambatipudi,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Krishna Mohan Poluri,"['artificial intelligence', 'design']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Maya S.Nair,['software']
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,N K Navani,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Partha Roy,"['computer', 'design']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Poonam Choudhary,"['computer', 'design']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Prabhat Kumar Mandal,"['computer', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Pranita P Sarangi,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Pravindra Kumar,['software']
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Prince Tiwari,"['artificial intelligence', 'design', 'modeling', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,R. P. Singh,"['design', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Ramasare Prasad,"['artificial intelligence', 'computer']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Ranjana Pathania,"['artificial intelligence', 'design', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Sanjoy Ghosh,[]
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Saugata Hazra,"['artificial intelligence', 'design', 'modeling']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Shailly Tomar,['software']
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Shri Ram Yadav,['modeling']
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Soma Rohatgi,"['artificial intelligence', 'design']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Sachin Suresh Tiwari,['artificial intelligence']
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Jitin Singla,"['computer', 'modeling', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Rajesh Kumar,"['design', 'modeling', 'software']"
v0_004_advertisement_for_submission_of_research_proposal_under_cognitive_science_research_initiative,Akhil Upadhyay,"['computer', 'design', 'modeling']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Arindam Biswas,"['aspect', 'land']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Avlokita Agrawal,"['input', 'land', 'material']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Gaurav Raheja,"['aspect', 'material', 'sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Harshit Sosan Lakra,['material']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Mahua Mukherjee,"['land', 'material', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Prabhjot Singh Chani,"['efficiency', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,E Rajasekar,"['aspect', 'material', 'sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Ram Sateesh Pasupuleti,['material']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Saptarshi Kolay,"['aspect', 'land', 'sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Shubhajit Sadhukhan,"['material', 'sea']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Smriti Saraswat,['material']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Sonal Atreya,"['aspect', 'material', 'sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Tina Pujara,"['material', 'sea']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Uttam Kumar Roy,"['aspect', 'material', 'sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,V Devadas,"['aspect', 'sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Jaydev Dabas,['efficiency']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Millie Pant,"['efficiency', 'input', 'material']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Rajan Arora,[]
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Ashwani Kumar Sharma,"['material', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Bijan Choudhury,[]
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Debabrata Sircar,"['land', 'material', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Deepak Sharma,['material']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,P Gopinath,"['material', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Harsh Chauhan,['input']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Srinivas Kiran Ambatipudi,['land']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Krishna Mohan Poluri,"['material', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Maya S.Nair,"['aspect', 'land', 'material', 'sea']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,N K Navani,"['aspect', 'land', 'material', 'sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Partha Roy,['material']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Poonam Choudhary,['waste']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Prabhat Kumar Mandal,"['aspect', 'material']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Pranita P Sarangi,[]
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Pravindra Kumar,"['sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Prince Tiwari,"['efficiency', 'material', 'sea', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,R. P. Singh,"['input', 'material', 'sea']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Ramasare Prasad,"['input', 'material', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Ranjana Pathania,"['efficiency', 'input', 'land', 'material']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Sanjoy Ghosh,"['input', 'material']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Saugata Hazra,['material']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Shailly Tomar,"['aspect', 'land', 'material', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Shri Ram Yadav,['input']
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Soma Rohatgi,"['aspect', 'efficiency', 'material']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Sachin Suresh Tiwari,"['efficiency', 'input', 'sea']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Jitin Singla,"['material', 'sea']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Rajesh Kumar,"['aspect', 'efficiency', 'input', 'land', 'material', 'waste']"
v0_005_invites_science_and_technology_project_proposals___ministry_of_mines,Akhil Upadhyay,"['efficiency', 'sea']"
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Arindam Biswas,['engineering']
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Avlokita Agrawal,['engineering']
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Gaurav Raheja,['engineering']
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Harshit Sosan Lakra,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Mahua Mukherjee,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Prabhjot Singh Chani,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,E Rajasekar,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Ram Sateesh Pasupuleti,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Saptarshi Kolay,['engineering']
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Shubhajit Sadhukhan,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Smriti Saraswat,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Sonal Atreya,['engineering']
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Tina Pujara,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Uttam Kumar Roy,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,V Devadas,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Jaydev Dabas,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Millie Pant,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Rajan Arora,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Ashwani Kumar Sharma,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Bijan Choudhury,['engineering']
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Debabrata Sircar,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Deepak Sharma,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,P Gopinath,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Harsh Chauhan,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Srinivas Kiran Ambatipudi,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Krishna Mohan Poluri,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Maya S.Nair,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,N K Navani,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Partha Roy,[]
v0_006_call_for_proposals_under_india_republic_of_korea_joint_programme_of_cooperation,Poonam Choudhary,['engineering']
