nsf_proposal_links_v0,researcher,pseudo_skills
v0_015_request_for_proposals_india_italy_industrial_rd,Pranita P Sarangi,[]
v0_015_request_for_proposals_india_italy_industrial_rd,Pravindra Kumar,[]
v0_015_request_for_proposals_india_italy_industrial_rd,Prince Tiwari,[]
v0_015_request_for_proposals_india_italy_industrial_rd,R. P. Singh,[]
v0_015_request_for_proposals_india_italy_industrial_rd,Ramasare Prasad,[]
v0_015_request_for_proposals_india_italy_industrial_rd,Ranjana Pathania,['general']
v0_015_request_for_proposals_india_italy_industrial_rd,Sanjoy Ghosh,['general']
v0_015_request_for_proposals_india_italy_industrial_rd,Saugata Hazra,['general']
v0_015_request_for_proposals_india_italy_industrial_rd,Shailly Tomar,[]
v0_015_request_for_proposals_india_italy_industrial_rd,Shri Ram Yadav,[]
v0_015_request_for_proposals_india_italy_industrial_rd,Soma Rohatgi,['general']
v0_015_request_for_proposals_india_italy_industrial_rd,Sachin Suresh Tiwari,['general']
v0_015_request_for_proposals_india_italy_industrial_rd,Jitin Singla,[]
v0_015_request_for_proposals_india_italy_industrial_rd,Rajesh Kumar,[]
v0_015_request_for_proposals_india_italy_industrial_rd,Akhil Upadhyay,['general']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Arindam Biswas,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Avlokita Agrawal,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Gaurav Raheja,['instrument']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Harshit Sosan Lakra,[]
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Mahua Mukherjee,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Prabhjot Singh Chani,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,E Rajasekar,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Ram Sateesh Pasupuleti,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Saptarshi Kolay,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Shubhajit Sadhukhan,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Smriti Saraswat,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Sonal Atreya,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Tina Pujara,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Uttam Kumar Roy,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,V Devadas,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Jaydev Dabas,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Millie Pant,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Rajan Arora,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Ashwani Kumar Sharma,[]
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Bijan Choudhury,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Debabrata Sircar,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Deepak Sharma,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,P Gopinath,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Harsh Chauhan,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Srinivas Kiran Ambatipudi,[]
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Krishna Mohan Poluri,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Maya S.Nair,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,N K Navani,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Partha Roy,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Poonam Choudhary,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Prabhat Kumar Mandal,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Pranita P Sarangi,[]
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Pravindra Kumar,[]
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Prince Tiwari,[]
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,R. P. Singh,['instrument']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Ramasare Prasad,['instrument']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Ranjana Pathania,[]
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Sanjoy Ghosh,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Saugata Hazra,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Shailly Tomar,['instrument']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Shri Ram Yadav,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Soma Rohatgi,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Sachin Suresh Tiwari,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Jitin Singla,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Rajesh Kumar,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Akhil Upadhyay,['recommendation']
v0_017_indo_norway_joint_call_on_bio_economy,Arindam Biswas,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Avlokita Agrawal,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Gaurav Raheja,[]
v0_017_indo_norway_joint_call_on_bio_economy,Harshit Sosan Lakra,[]
v0_017_indo_norway_joint_call_on_bio_economy,Mahua Mukherjee,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Prabhjot Singh Chani,[]
v0_017_indo_norway_joint_call_on_bio_economy,E Rajasekar,[]
v0_017_indo_norway_joint_call_on_bio_economy,Ram Sateesh Pasupuleti,[]
v0_017_indo_norway_joint_call_on_bio_economy,Saptarshi Kolay,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Shubhajit Sadhukhan,[]
v0_017_indo_norway_joint_call_on_bio_economy,Smriti Saraswat,[]
v0_017_indo_norway_joint_call_on_bio_economy,Sonal Atreya,[]
v0_017_indo_norway_joint_call_on_bio_economy,Tina Pujara,[]
v0_017_indo_norway_joint_call_on_bio_economy,Uttam Kumar Roy,[]
v0_017_indo_norway_joint_call_on_bio_economy,V Devadas,[]
v0_017_indo_norway_joint_call_on_bio_economy,Jaydev Dabas,[]
v0_017_indo_norway_joint_call_on_bio_economy,Millie Pant,[]
v0_017_indo_norway_joint_call_on_bio_economy,Rajan Arora,[]
v0_017_indo_norway_joint_call_on_bio_economy,Ashwani Kumar Sharma,[]
v0_017_indo_norway_joint_call_on_bio_economy,Bijan Choudhury,[]
v0_017_indo_norway_joint_call_on_bio_economy,Debabrata Sircar,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Deepak Sharma,[]
v0_017_indo_norway_joint_call_on_bio_economy,P Gopinath,[]
v0_017_indo_norway_joint_call_on_bio_economy,Harsh Chauhan,[]
v0_017_indo_norway_joint_call_on_bio_economy,Srinivas Kiran Ambatipudi,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Krishna Mohan Poluri,[]
v0_017_indo_norway_joint_call_on_bio_economy,Maya S.Nair,['land']
v0_017_indo_norway_joint_call_on_bio_economy,N K Navani,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Partha Roy,[]
v0_017_indo_norway_joint_call_on_bio_economy,Poonam Choudhary,[]
v0_017_indo_norway_joint_call_on_bio_economy,Prabhat Kumar Mandal,[]
v0_017_indo_norway_joint_call_on_bio_economy,Pranita P Sarangi,[]
v0_017_indo_norway_joint_call_on_bio_economy,Pravindra Kumar,[]
v0_017_indo_norway_joint_call_on_bio_economy,Prince Tiwari,[]
v0_017_indo_norway_joint_call_on_bio_economy,R. P. Singh,[]
v0_017_indo_norway_joint_call_on_bio_economy,Ramasare Prasad,[]
v0_017_indo_norway_joint_call_on_bio_economy,Ranjana Pathania,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Sanjoy Ghosh,[]
v0_017_indo_norway_joint_call_on_bio_economy,Saugata Hazra,[]
v0_017_indo_norway_joint_call_on_bio_economy,Shailly Tomar,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Shri Ram Yadav,[]
v0_017_indo_norway_joint_call_on_bio_economy,Soma Rohatgi,[]
v0_017_indo_norway_joint_call_on_bio_economy,Sachin Suresh Tiwari,[]
v0_017_indo_norway_joint_call_on_bio_economy,Jitin Singla,[]
v0_017_indo_norway_joint_call_on_bio_economy,Rajesh Kumar,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Akhil Upadhyay,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Arindam Biswas,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Avlokita Agrawal,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Gaurav Raheja,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Harshit Sosan Lakra,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Mahua Mukherjee,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Prabhjot Singh Chani,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,E Rajasekar,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Ram Sateesh Pasupuleti,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Saptarshi Kolay,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Shubhajit Sadhukhan,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Smriti Saraswat,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Sonal Atreya,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Tina Pujara,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Uttam Kumar Roy,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,V Devadas,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Jaydev Dabas,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Millie Pant,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Rajan Arora,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Ashwani Kumar Sharma,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Bijan Choudhury,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Debabrata Sircar,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Deepak Sharma,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,P Gopinath,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Harsh Chauhan,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Srinivas Kiran Ambatipudi,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Krishna Mohan Poluri,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Maya S.Nair,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,N K Navani,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Partha Roy,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Poonam Choudhary,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Prabhat Kumar Mandal,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Pranita P Sarangi,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Pravindra Kumar,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Prince Tiwari,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,R. P. Singh,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Ramasare Prasad,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Ranjana Pathania,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Sanjoy Ghosh,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Saugata Hazra,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Shailly Tomar,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Shri Ram Yadav,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Soma Rohatgi,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Sachin Suresh Tiwari,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Jitin Singla,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Rajesh Kumar,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Akhil Upadhyay,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Arindam Biswas,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Avlokita Agrawal,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Gaurav Raheja,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Harshit Sosan Lakra,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Mahua Mukherjee,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Prabhjot Singh Chani,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,E Rajasekar,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Ram Sateesh Pasupuleti,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Saptarshi Kolay,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Shubhajit Sadhukhan,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Smriti Saraswat,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Sonal Atreya,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Tina Pujara,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Uttam Kumar Roy,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,V Devadas,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Jaydev Dabas,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Millie Pant,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Rajan Arora,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Ashwani Kumar Sharma,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Bijan Choudhury,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Debabrata Sircar,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Deepak Sharma,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,P Gopinath,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Harsh Chauhan,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Srinivas Kiran Ambatipudi,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Krishna Mohan Poluri,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Maya S.Nair,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,N K Navani,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Partha Roy,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Poonam Choudhary,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Prabhat Kumar Mandal,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Pranita P Sarangi,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Pravindra Kumar,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Prince Tiwari,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,R. P. Singh,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Ramasare Prasad,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Ranjana Pathania,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Sanjoy Ghosh,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Saugata Hazra,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Shailly Tomar,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Shri Ram Yadav,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Soma Rohatgi,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Sachin Suresh Tiwari,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Jitin Singla,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Rajesh Kumar,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Akhil Upadhyay,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Arindam Biswas,"['building', 'capacity building', 'decade']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Avlokita Agrawal,"['building', 'capacity building']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Gaurav Raheja,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Harshit Sosan Lakra,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Mahua Mukherjee,"['building', 'capacity building', 'decade']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Prabhjot Singh Chani,"['building', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,E Rajasekar,"['building', 'capacity building', 'decade']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Ram Sateesh Pasupuleti,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Saptarshi Kolay,"['building', 'capacity building']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Shubhajit Sadhukhan,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Smriti Saraswat,"['building', 'capacity building', 'decade']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Sonal Atreya,['decade']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Tina Pujara,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Uttam Kumar Roy,"['building', 'capacity building']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,V Devadas,['decade']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Jaydev Dabas,['efficiency']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Millie Pant,['efficiency']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Rajan Arora,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Ashwani Kumar Sharma,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Bijan Choudhury,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Debabrata Sircar,['decade']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Deepak Sharma,"['capacity building', 'decade']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,P Gopinath,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Harsh Chauhan,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Srinivas Kiran Ambatipudi,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Krishna Mohan Poluri,['decade']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Maya S.Nair,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,N K Navani,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Partha Roy,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Poonam Choudhary,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Prabhat Kumar Mandal,['decade']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Pranita P Sarangi,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Pravindra Kumar,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Prince Tiwari,['efficiency']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,R. P. Singh,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Ramasare Prasad,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Ranjana Pathania,"['decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Sanjoy Ghosh,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Saugata Hazra,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Shailly Tomar,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Shri Ram Yadav,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Soma Rohatgi,"['decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Sachin Suresh Tiwari,"['decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Jitin Singla,[]
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Rajesh Kumar,"['decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Akhil Upadhyay,"['building', 'capacity building', 'efficiency']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Arindam Biswas,"['computer', 'engineering']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Avlokita Agrawal,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Gaurav Raheja,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Harshit Sosan Lakra,[]
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Mahua Mukherjee,['fundamental']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Prabhjot Singh Chani,['computer']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,E Rajasekar,[]
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ram Sateesh Pasupuleti,"['computer', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Saptarshi Kolay,"['computer', 'engineering']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Shubhajit Sadhukhan,['fundamental']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Smriti Saraswat,['fundamental']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Sonal Atreya,"['computer', 'engineering']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Tina Pujara,['computer']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Uttam Kumar Roy,"['computer', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,V Devadas,['computer']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Jaydev Dabas,['fundamental']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Millie Pant,[]
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Rajan Arora,['computer']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ashwani Kumar Sharma,['computer']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Bijan Choudhury,['engineering']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Debabrata Sircar,['computer']
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Deepak Sharma,[]
