,all_skills
5318,transport phenomenon
5319,use multi
5320,shimpalee current area renewable energy including fuel cell
5321,bioenergy expertise use multi scale multi dimensional modeling combine electrochemistry understand physic inside complex system particularly transport phenomenon
5322,high temperature thermal system
5323,electrochemistry understand
5324,modeling combine
5325,physic inside
5326,bioenergy expertise
5327,understand physic
5328,chiang mai
5329,inside complex
5330,thailand
5331,recently intel
5332,instructor coordinator
5333,smoak instructor
5334,successful career
5335,design course
5336,following successful
5337,capstone design
5338,career design
5339,elct electrical
5340,design digital
5341,digital electronics
5342,coordinator capstone
5343,wilson smoak
5344,elct electrical engineering department
5345,following successful career design digital electronics
5346,wilson smoak instructor coordinator capstone design course
5347,computational mechanic
5348,element analysis
5349,finite element analysis
5350,nih small
5351,american heart
5352,nationally internationally
5353,peer reviewed
5354,understanding potential
5355,microfluidics delivery
5356,reviewed publication
5357,cardiovascular translational
5358,md
5359,directed translational
5360,technology transfer
5361,grant develop
5362,remodeling particular
5363,renowned cardiovascular
5364,advance understanding
5365,pioneered various
5366,patient also
5367,business technology
5368,working collaborate
5369,several professional
5370,francis spinale
5371,association american
5372,ha pioneered various project cardiac working collaborate department faculty som va
5373,particular focus
5374,consultant various
5375,professional society
5376,main cause death disability
5377,microdialysis microfluidics
5378,company credit
5379,area cardiovascular
5380,two decade
5381,cardiac surgery
5382,invited present
5383,fellow several
5384,various pharmaceutical
5385,heart association
5386,translational center
5387,clinical study ha working advance understanding potential treatment major cause heart failure patient also entrepreneur patent nih small business technology transfer grant develop microdialysis microfluidics delivery system cardiac surgery additionally
5388,collaborate department
5389,major cause
5390,journal consultant
5391,also ha
5392,biotechnology company
5393,study ha
5394,cause death
5395,including american heart association american college cardiology ha invited present nationally internationally major scientific meeting
5396,upon heart
5397,congress conference
5398,past two
5399,ha pioneered
5400,prestigious scientific
5401,death disability
5402,seven prestigious
5403,leading cardiovascular
5404,cardiology ha
5405,past two decade mechanistic
5406,also entrepreneur
5407,various project
5408,also ha peer reviewed publication leading cardiovascular journal fellow several professional society
5409,working advance
5410,cardiovascular journal
5411,decade mechanistic
5412,ditorial board
5413,system cardiac
5414,conference dr
5415,cardiovascular remodeling
5416,potential treatment
5417,department faculty
5418,company biotechnology
5419,faculty som
5420,translational
5421,spinale director
5422,director cardiovascular
5423,patent nih
5424,failure patient
5425,small business
5426,translational effort
5427,ha directed translational effort thematic area cardiovascular remodeling particular focus upon heart failure
5428,surgery additionally
5429,including american
5430,som va
5431,college cardiology
5432,ha directed
5433,board seven
5434,serf ditorial
5435,internationally renowned
5436,focus upon
5437,congress conference dr spinale director cardiovascular translational center
5438,treatment major
5439,ha peer
5440,thematic area
5441,internationally renowned cardiovascular scientist
5442,develop microdialysis
5443,cardiovascular scientist
5444,heart failure
5445,dr spinale serf ditorial board seven prestigious scientific journal consultant various pharmaceutical company biotechnology company credit
5446,transfer grant
5447,publication leading
5448,journal fellow
5449,spinale serf
5450,dr spinale
5451,clinical study
5452,present nationally
5453,entrepreneur patent
5454,cardiac working
5455,ha invited
5456,main cause
5457,major scientific
5458,pharmaceutical company
5459,scientific meeting
5460,project cardiac
5461,effort thematic
5462,scientific journal
5463,american college
5464,internationally major
5465,smarter city
5466,smarter city water
5467,city water
5468,service
5469,traffic
5470,math
5471,michigan
5472,sc sudarshan
5473,sc sudarshan specialization
5474,sudarshan specialization
5475,addition program
5476,annual hydrogen
5477,program analyze
5478,utilized world largest onboard metal hydride storage system dr summer also organized managed project develop industrial fuel cell vehicle using solid state hydrogen storage also managed fuel cell mining vehicle project funded doe oit industry future program currently
5479,recently served
5480,national workshop
5481,served chairman
5482,standard metal
5483,oit industry
5484,doe oit
5485,also member
5486,nuclear energy
5487,meeting focused
5488,hydride storage
5489,help establish
5490,first hydrogen
5491,vehicle commercial
5492,charter member
5493,world largest
5494,also managed
5495,industry future
5496,focused hydrogen
5497,manager hydrogen
5498,plan nuclear
5499,technology wa
5500,first commercial
5501,material associated
5502,commercial service
5503,hydrogen electric
5504,technology center
5505,technology involves
5506,largest onboard
5507,principal investigator
5508,analyze develop
5509,involves engineering
5510,vehicle project
5511,member recently
5512,river company
5513,storage workshop
5514,world first
5515,container hydrogen
5516,first annual
5517,transfer enhancement
5518,transit bus
5519,summer also
5520,storage bed
5521,led numerous
5522,develop industrial
5523,program management
5524,since dr
5525,hybrid hydrogen
5526,enhancement currently
5527,vehicle using
5528,hydrogen vehicle
5529,major national
5530,cell propulsion
5531,chairman first
5532,study assess
5533,dr summer involved development hydrogen storage material associated technology involves engineering hydrogen storage bed development mathematical model analyze bed performance
5534,development world
5535,engineering hydrogen
5536,member site
5537,propulsion institute
5538,bus bus
5539,first hybrid
5540,storage dr
5541,site representative
5542,field advanced
5543,investigator three
5544,using solid
5545,bus wa
5546,industrial fuel
5547,establish plan
5548,including year
5549,ha westinghouse
5550,summer principal
5551,commercial code
5552,wa program
5553,science technology doe ne addition program management
5554,national working
5555,storage material
5556,utilized world
5557,including heat
5558,including heat transfer enhancement currently chairman national working group developing first commercial code standard metal hydride container hydrogen storage dr summer also member site representative national hydrogen association
5559,hydrogen association
5560,center srtc
5561,cell vehicle
5562,development mathematical
5563,funded doe
5564,code standard
5565,workshop help
5566,model analyze
5567,national hydrogen
5568,bed performance
5569,experience field
5570,development project
5571,representative national
5572,doe office
5573,ne addition
5574,science technology
5575,hydride container
5576,dr summer
5577,mining vehicle
5578,nuclear hydrogen
5579,year study
5580,dr summer principal investigator three year study assess feasibility nuclear hydrogen production doe office nuclear energy
5581,technology doe
5582,also co
5583,development hydrogen
5584,numerous program
5585,hydrogen technology
5586,summer ha
5587,hydrogen program
5588,managed project
5589,system ha
5590,developing first
5591,experience new
5592,institute board
5593,analyze bed
5594,national meeting
5595,srtc ha
5596,assess feasibility
5597,managed fuel
5598,represents srtc fuel cell propulsion institute board director
5599,river technology
5600,office nuclear
5601,represents srtc
5602,electric transit
5603,wa first
5604,including year experience field advanced energy system ha westinghouse savannah river company wsrc since dr summer ha led numerous program analyze develop emerging technology wa program manager development world first hybrid hydrogen electric transit bus bus wa first hydrogen vehicle commercial service
5605,charter member recently served chairman first annual hydrogen storage workshop
5606,organized managed
5607,manager development
5608,cell mining
5609,bed development
5610,project funded
5611,savannah river
5612,wsrc since
5613,metal hydride
5614,three year
5615,chairman national
5616,major national meeting focused hydrogen storage dr summer also co chaired national workshop help establish plan nuclear hydrogen production doe ne
5617,feasibility nuclear
5618,develop emerging
5619,savannah river technology center srtc ha extensive experience new product development project management
5620,chaired national
5621,co chaired
5622,summer manager
5623,dr summer manager hydrogen program within hydrogen technology laboratory
5624,project management
5625,within hydrogen
5626,also organized
5627,advanced energy
5628,group developing
5629,production doe
5630,westinghouse savannah
5631,technology laboratory
5632,summer involved
5633,onboard metal
5634,program manager
5635,currently chairman
5636,program currently
5637,ha extensive
5638,state hydrogen
5639,product development
5640,storage also
5641,future program
5642,working group
5643,company wsrc
5644,doe ne
5645,srtc fuel
5646,terahertz
5647,millimeterwave
5648,application integral
5649,modeling cracked
5650,method experimental
5651,integral method
5652,fracture mechanic
5653,application integral method experimental mechanic
5654,element modeling
5655,cracked body
5656,dr sutton coherent incoherent optic application
5657,coherent incoherent
5658,valve problem
5659,sutton coherent
5660,plastic fracture mechanic
5661,dr sutton
5662,boundary valve
5663,optic application
5664,finite element modeling cracked body
5665,incoherent optic
5666,plastic fracture
5667,boundary valve problem
5668,digital image processing
5669,glassy dynamic
5670,polymer science
5671,hybrid material
5672,soft matter
5673,polymer
5674,game
5675,algorithm
5676,examines strategic economic impact information technology focus four theme value
5677,policy design
5678,cost information
5679,economic impact
5680,technology focus
5681,patent policy
5682,social cost
5683,strategic economic
5684,focus four
5685,offshoring
5686,four theme
5687,impact information
5688,social cost information privacy
5689,theme value
5690,software patent
5691,examines strategic
5692,information privacy
5693,software patent policy design
5694,vision pattern
5695,professor tong focus computer vision pattern recognition especially human computer interaction including limited
5696,especially human
5697,recognition especially
5698,tong focus
5699,including limited
5700,professor tong
5701,pattern recognition
5702,focus computer
5703,alternative aircraft concept
5704,engineering road
5705,road vehicle
5706,knowledge based engineering
5707,system engineering road vehicle aerodynamics
5708,vehicle aerodynamics
5709,design automation
5710,system engineering
5711,tooren design
5712,aircraft concept
5713,knowledge based
5714,based engineering
5715,alternative aircraft
5716,van tooren
5717,composite aircraft
5718,dr van tooren design automation
5719,aircraft fuselage
5720,dr van
5721,composite aircraft fuselage
5722,aircraft certification
5723,nucleation
5724,statistical mechanic
5725,biophysics
5726,neural information
5727,information processing
5728,neural information processing
5729,carnegie mellon
5730,tennessee
5731,polytechnic
5732,dr vargas adjunct professor computer science engineering department
5733,dr vargas
5734,vargas adjunct
5735,professor computer
5736,agentbased modeling
5737,present associate
5738,present associate professor
5739,civil environmental engineering
5740,perception autonomous navigation mobile robot
5741,autonomous navigation
5742,area autonomous
5743,automation
5744,intelligent system
5745,vitzilaios broad
5746,dr vitzilaios
5747,aircraft system
5748,operational autonomy
5749,autonomous unmanned
5750,field robotics
5751,system robotics
5752,perception autonomous
5753,mobile robot
5754,unmanned aircraft system uas
5755,robot team
5756,unmanned aircraft
5757,unmanned system
5758,system uas
5759,navigation mobile
5760,dr vitzilaios broad area autonomous unmanned system robotics
5761,control system
5762,physic
5763,labonachip
5764,turbulence mixing
5765,cancer detection
5766,superresolution imaging
5767,micronanofluidics
5768,multiphysics multiscale
5769,reduced order
5770,engineering intelligencel
5771,term goal
5772,cell enrichment
5773,discovery
5774,vitae pdf
5775,high fidelity
5776,including model
5777,pant j klarmannc
5778,analysis optimization
5779,control data
5780,modeling multidisciplinary
5781,cfd fem
5782,parameter estimation
5783,spiral inertial
5784,multi fidelity
5785,wang
5786,curriculum vitae pdf imsel labdr wang computational data enabled science engineering cd application multiphysics multiscale system engineering
5787,free mesenchymal
5788,lai
5789,data driven
5790,goal towards
5791,pdf imsel
5792,specific focus
5793,rosanoa
5794,structural interaction
5795,process control
5796,j klarmannc
5797,trade space exploration
5798,space exploration
5799,integration massive
5800,pant j
5801,modeling real
5802,control synthesis
5803,microfluidics nanofluidics
5804,label free
5805,curriculum vitae
5806,fidelity surrogate
5807,system level
5808,time data
5809,green computing visualization system engineering microfluidics nanofluidics
5810,j garsona
5811,order modeling
5812,model development
5813,trade space
5814,time simulation
5815,hardware development
5816,visualization system
5817,high fidelity multiphysics cfd fem analysis reduced order modeling closed form modeling real time simulation
5818,towards engineering
5819,model integration
5820,including engineering
5821,based adaptive
5822,marrow spiral
5823,imsel labdr
5824,large scale system level simulation
5825,label free mesenchymal stem cell enrichment bone marrow spiral inertial microfluidics
5826,computational data
5827,including fluid
5828,cd application
5829,fidelity multiphysics
5830,enabled science
5831,experimentation
5832,among others specific focus physic based adaptive modeling
5833,analysis reduced
5834,green computing
5835,surrogate modeling
5836,process control data driven multi fidelity surrogate modeling multidisciplinary analysis optimization
5837,intelligencel lee
5838,data enabled
5839,enrichment bone
5840,including fluid structural interaction
5841,multidisciplinary analysis
5842,modeling closed
5843,thermal energy management
5844,analytical method
5845,form modeling
5846,level simulation
5847,including engineering data mining
5848,inertial microfluidics
5849,labdr wang
5850,prabhakarpandiana
5851,adaptive model
5852,application multiphysics
5853,multiphysics cfd
5854,adaptive modeling
5855,adaptive model integration massive real time data analytics
5856,energy management
5857,wang computational
5858,computing visualization
5859,engineering microfluidics
5860,massive real
5861,thermal energy
5862,fem analysis
5863,engineering cd
5864,alvarez
5865,driven multi
5866,bone marrow
5867,closed form
5868,management
5869,engineering data
5870,including model development
5871,long term goal towards engineering intelligencel lee
5872,others specific
5873,fluid structural
5874,focus physic
5875,multiscale system
5876,biosensor
5877,functional nanoparticles
5878,nanopore
5879,african american european american patient biomarkers predict gene therapy efficacy recurrent squamous cell carcinoma head neck clinical cancer dec
5880,investigate marker
5881,expression type
5882,specimen purpose
5883,tissue specimen
5884,african american
5885,head neck
5886,negative cancer
5887,predict gene
5888,campusbld garner
5889,biomarkers pathway
5890,patient biomarkers
5891,specimen investigate
5892,different hpv
5893,american european
5894,hnscc tumor
5895,gene therapy
5896,resected tissue
5897,recurrent squamous
5898,rdprofessor well
5899,study determine
5900,school medicineva
5901,well clinical
5902,tumor specimen
5903,neck clinical
5904,clinical cancer
5905,cancer dec
5906,may different
5907,specific pathway
5908,clinical focus
5909,pathway tumor
5910,european american
5911,hpv positive
5912,american patient
5913,efficacy recurrent
5914,particular attention
5915,carcinoma head
5916,marker specific
5917,analysis hpv
5918,cell carcinoma
5919,hpv infection
5920,biomarkers predict
5921,focus analysis
5922,determine presence
5923,medicineva campusbld
5924,attention biomarkers
5925,squamous cell
5926,particular attention biomarkers pathway may different hpv positive hpv negative cancer
5927,hpv negative
5928,school medicineva campusbld garner ferry rdprofessor well clinical focus analysis hpv infection freshly resected tissue specimen purpose study determine presence
5929,therapy efficacy
5930,expression type hpv hnscc tumor specimen investigate marker specific pathway tumor development
5931,positive hpv
5932,type hpv
5933,tumor development
5934,ferry rdprofessor
5935,hpv hnscc
5936,infection freshly
5937,purpose study
5938,freshly resected
5939,pathway may
5940,dr whiteph
5941,california berkeley
5942,cv dr whiteph
5943,funded national
5944,surface vibrational
5945,dioxide hydrocarbon
5946,critical wish
5947,raman spectroscopy
5948,specific technique
5949,biomass derived
5950,spectroscopy sers
5951,situ operando
5952,especially glycerol
5953,condition e
5954,method novel
5955,technique development
5956,important application
5957,catalysis solid
5958,total reflection
5959,carried liquid
5960,application fine
5961,solid catalyst
5962,rationally design
5963,variety industrial source
5964,pressure temperature
5965,develop molecular
5966,application future
5967,hydrogenation alpha
5968,supported mono
5969,chemical pharmaceutical
5970,spectroscopic method
5971,alkenoic acid
5972,frequency spectroscopy
5973,focus studying
5974,mono bimetallic
5975,liquid phase high gas pressure temperature specific technique development group surface enhanced raman spectroscopy sers
5976,current reaction
5977,area heterogeneous
5978,ester hydrocarbon
5979,particular focus studying solid liquid catalytic interface catalysis carried liquid phase important application fine chemical pharmaceutical production
5980,transition metal
5981,attenuated total reflection infrared atr ir spectroscopy
5982,surface industrially
5983,catalyst specific
5984,major byproduct biodiesel production hydrodeoxygenation biomass derived organic acid acid ester hydrocarbon fuel electrocatalytic reduction carbon dioxide hydrocarbon catalyst investigation involve polycrystalline transition metal oxide supported mono bimetallic nanoparticle catalyst latter material prepared either traditional catalyst synthesis method novel protocol development g
5985,reaction system
5986,bimetallic nanoparticle
5987,interface catalysis
5988,composition nanoscale
5989,resource primary
5990,electroless deposition allow control size composition nanoscale williams group currently funded national science foundation
5991,ir spectroscopy
5992,acid selective
5993,material prepared
5994,solid liquid
5995,nanoscale williams
5996,atr ir
5997,hydrodeoxygenation biomass
5998,including especially glycerol
5999,involve polycrystalline
6000,major byproduct
6001,hydrocarbon catalyst
6002,fine chemical
6003,ketoesters alkenoic
6004,studying solid
6005,investigation involve
6006,vibrational spectroscopic
6007,allows develop
6008,obtained approach
6009,alpha ketoesters
6010,attenuated total
6011,traditional catalyst
6012,catalysis surface
6013,future current
6014,biorenewable resource
6015,prepared either
6016,development group
6017,sc williams group area heterogeneous catalysis surface science
6018,fuel electrocatalytic
6019,control size
6020,including especially
6021,electrocatalytic reduction
6022,sfs information
6023,development g
6024,condition understanding
6025,dendrimer metal
6026,nano composite
6027,new fuel
6028,high gas
6029,spectroscopy sfs
6030,organic acid
6031,catalyst investigation
6032,group area
6033,application situ
6034,method study
6035,infrared atr
6036,byproduct biodiesel
6037,novel protocol
6038,understanding catalytic
6039,gas pressure
6040,liquid catalytic
6041,approach allows
6042,study adsorption
6043,system enantioselective
6044,variety industrial
6045,primary involves
6046,temperature specific
6047,enantioselective hydrogenation
6048,deposition allow
6049,either traditional
6050,wish rationally
6051,industrial source
6052,catalyst latter
6053,adsorption catalysis
6054,fuel biorenewable
6055,information obtained
6056,operando surface
6057,oxidation alcohol
6058,williams group
6059,pharmaceutical production
6060,catalytic mechanism
6061,specific application
6062,phase important
6063,catalyst reaction
6064,enhanced raman
6065,acid ester
6066,understanding critical
6067,reflection infrared
6068,production new
6069,surface enhanced
6070,sc williams
6071,derived organic
6072,allow control
6073,molecular level
6074,level understanding
6075,biodiesel production
6076,sum frequency
6077,reduction carbon
6078,synthesis method
6079,catalysis carried
6080,group currently
6081,sum frequency spectroscopy sfs information obtained approach allows develop molecular level understanding catalytic mechanism govern function heterogeneous catalyst reaction condition understanding critical wish rationally design catalyst specific application future current reaction system enantioselective hydrogenation alpha ketoesters alkenoic acid selective oxidation alcohol
6082,nanoparticle catalyst
6083,dendrimer metal nano composite
6084,function heterogeneous
6085,catalytic interface
6086,metal nano
6087,protocol development
6088,surface science
6089,size composition
6090,metal oxide
6091,govern function
6092,latter material
6093,polycrystalline transition
6094,relevant reaction
6095,mechanism govern
6096,oxide supported
6097,phase high
6098,production new fuel biorenewable resource primary involves development application situ operando surface vibrational spectroscopic method study adsorption catalysis solid catalyst surface industrially relevant reaction condition e
6099,design catalyst
6100,acid acid
6101,group surface
6102,production hydrodeoxygenation
6103,hydrocarbon fuel
6104,propulsion
6105,flame
6106,fuel
6107,interaction ux
6108,humancomputer interaction ux design
6109,ux design
6110,humancomputer interaction
6111,behavioral information security
6112,big data analytics
6113,behavioral information
6114,big data
6115,ai
6116,mining patent
6117,visual analytics
6118,health cancer
6119,property law
6120,including medical
6121,technique multimedia
6122,songhua xu area health information technology
6123,area health
6124,user interface
6125,recommender system text image mining patent informatics intelligent software practitioner intellectual property law computer graphic interactive technique multimedia visualization visual analytics intelligent user interface
6126,recommender system
6127,including personalization
6128,health cancer informatics artificial intelligence
6129,intellectual property
6130,analytics intelligent
6131,visualization visual
6132,intelligent user
6133,graphic interactive
6134,image mining
6135,practitioner intellectual
6136,text image
6137,system text
6138,xu area
6139,knowledge management
6140,multimedia visualization
6141,songhua xu
6142,patent informatics
6143,law computer
6144,informatics intelligent
6145,interactive technique
6146,informatics artificial
6147,cancer informatics
6148,intelligent software
6149,software practitioner
6150,computer graphic
6151,electrochemical energy
6152,reliability durability functional structural material
6153,xue solid
6154,dr xue
6155,structural material
6156,material electrochemical energy conversion storage
6157,material electrochemical
6158,reliability durability
6159,transport phenomenon electrochemical kinetics
6160,phenomenon electrochemical
6161,electrochemical kinetics
6162,durability functional
6163,dr xue solid oxide fuel cell
6164,functional structural
6165,sonodegradation
6166,membrane filtration
6167,nanotechnology
6168,vibration
6169,discrete element modelling
6170,solidification
6171,element modelling
6172,microstructure modelling
6173,hardware design
6174,emerging nanoscale electronics including spintronic device
6175,adaptive computer
6176,dr zand
6177,reconfigurable adaptive
6178,spintronic device
6179,aware vlsi
6180,low power
6181,reconfigurable adaptive computer architecture
6182,power reliability
6183,nanoscale electronics
6184,reliability aware
6185,electronics including
6186,emerging nanoscale
6187,including spintronic
6188,vlsi circuit
6189,zand involve
6190,dr zand involve hardware design machine learning system
6191,low power reliability aware vlsi circuit
6192,involve hardware
6193,neuromorphic computing
6194,goal build
6195,develop analyze decision making algorithm uncertain
6196,reliable
6197,build safe
6198,intelligence reinforcement
6199,analyze decision
6200,trustworthy ai system retain power flexibility handle complex
6201,handle complex
6202,ai system
6203,dynamic environment
6204,trustworthy ai
6205,artificial intelligence reinforcement learning long term goal build safe
6206,flexibility handle
6207,diverse context end
6208,power flexibility
6209,context end
6210,diverse context
6211,system retain
6212,develop analyze
6213,learning long
6214,decision making
6215,algorithm uncertain
6216,making algorithm
6217,retain power
6218,dislocation dynamic
6219,mechanical metallurgy
6220,crystal plasticity
6221,friction stir welding
6222,edge analytics
6223,paul ziehl
6224,management joint
6225,industrial collaborator
6226,mechanical civil
6227,experience management
6228,ha experience
6229,year nist
6230,wireless structural
6231,engineering main street
6232,capability faculty
6233,prognosis system
6234,understand align
6235,multiple industrial
6236,serf understand
6237,faculty enterprise
6238,structural prognosis
6239,serf understand align capability faculty enterprise college professor structural engineering department mechanical civil environmental engineering dr ziehl ha experience management joint venture project involving multiple industrial collaborator ha served principal investigator four year nist sponsored joint venture project edge analytics development commercially deployed wireless structural prognosis system
6240,project involving
6241,ziehl associate
6242,dean college
6243,project edge
6244,four year
6245,investigator four
6246,analytics development
6247,development commercially
6248,joint venture
6249,college professor
6250,collaborator ha
6251,dr ziehl
6252,served principal
6253,nist sponsored
6254,professor structural
6255,sc paul ziehl associate dean college engineering computing
6256,sc paul
6257,involving multiple
6258,align capability
6259,deployed wireless
6260,enterprise college
6261,ziehl ha
6262,sponsored joint
6263,venture project
6264,engineering main
6265,engineering dr
6266,commercially deployed
