nsf_proposal_links_v0,researcher,pseudo_skills
v0_022_funding_opportunity_announcement_foa_smart_grids,N K Navani,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Partha Roy,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Poonam Choudhary,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Prabhat Kumar Mandal,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Pranita P Sarangi,"['building', 'challenge', 'city', 'condition', 'demand', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Pravindra Kumar,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Prince Tiwari,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,R. P. Singh,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ramasare Prasad,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ranjana Pathania,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Sanjoy Ghosh,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Saugata Hazra,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Shailly Tomar,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Shri Ram Yadav,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Soma Rohatgi,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Sachin Suresh Tiwari,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Jitin Singla,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Rajesh Kumar,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Akhil Upadhyay,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'india', 'large amount', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'support', 'system', 'use']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Arindam Biswas,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Avlokita Agrawal,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Gaurav Raheja,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Harshit Sosan Lakra,"['application', 'area', 'centre', 'concept', 'department', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Mahua Mukherjee,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prabhjot Singh Chani,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,E Rajasekar,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ram Sateesh Pasupuleti,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Saptarshi Kolay,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shubhajit Sadhukhan,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Smriti Saraswat,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sonal Atreya,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Tina Pujara,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Uttam Kumar Roy,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,V Devadas,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Jaydev Dabas,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Millie Pant,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Rajan Arora,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ashwani Kumar Sharma,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Bijan Choudhury,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Debabrata Sircar,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Deepak Sharma,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,P Gopinath,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Harsh Chauhan,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Srinivas Kiran Ambatipudi,"['application', 'department', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Krishna Mohan Poluri,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Maya S.Nair,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,N K Navani,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Partha Roy,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Poonam Choudhary,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prabhat Kumar Mandal,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Pranita P Sarangi,"['area', 'centre', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Pravindra Kumar,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prince Tiwari,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,R. P. Singh,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ramasare Prasad,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ranjana Pathania,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sanjoy Ghosh,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Saugata Hazra,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shailly Tomar,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shri Ram Yadav,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Soma Rohatgi,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sachin Suresh Tiwari,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Jitin Singla,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Rajesh Kumar,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Akhil Upadhyay,"['application', 'area', 'centre', 'concept', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system', 'use', 'work', 'year']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Arindam Biswas,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Avlokita Agrawal,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Gaurav Raheja,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Harshit Sosan Lakra,"['area', 'computer science', 'department', 'future', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Mahua Mukherjee,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Prabhjot Singh Chani,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,E Rajasekar,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Ram Sateesh Pasupuleti,"['area', 'century', 'computer science', 'department', 'development', 'future', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Saptarshi Kolay,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Shubhajit Sadhukhan,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Smriti Saraswat,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Sonal Atreya,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Tina Pujara,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Uttam Kumar Roy,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,V Devadas,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Jaydev Dabas,"['area', 'century', 'computer science', 'department', 'development', 'future', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Millie Pant,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Rajan Arora,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Ashwani Kumar Sharma,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Bijan Choudhury,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Debabrata Sircar,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Deepak Sharma,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,P Gopinath,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Harsh Chauhan,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Srinivas Kiran Ambatipudi,"['computer science', 'department', 'india', 'information system', 'information technology', 'magnetic resonance', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Krishna Mohan Poluri,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Maya S.Nair,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,N K Navani,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Partha Roy,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Poonam Choudhary,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Prabhat Kumar Mandal,"['area', 'century', 'computer science', 'department', 'development', 'future', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Pranita P Sarangi,"['area', 'century', 'computer science', 'department', 'development', 'future', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Pravindra Kumar,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Prince Tiwari,"['area', 'century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'information technology', 'magnetic resonance', 'objective', 'system', 'theory']"
