nsf_proposal_links_v0,researcher_name,goodness
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Arindam Biswas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Arindam Biswas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Avlokita Agrawal,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Avlokita Agrawal,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Avlokita Agrawal,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Avlokita Agrawal,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Avlokita Agrawal,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Avlokita Agrawal,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Avlokita Agrawal,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Gaurav Raheja,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Gaurav Raheja,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Gaurav Raheja,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Gaurav Raheja,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Gaurav Raheja,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Gaurav Raheja,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Gaurav Raheja,0.55
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harshit Sosan Lakra,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harshit Sosan Lakra,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harshit Sosan Lakra,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harshit Sosan Lakra,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harshit Sosan Lakra,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harshit Sosan Lakra,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harshit Sosan Lakra,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Mahua Mukherjee,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Mahua Mukherjee,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Mahua Mukherjee,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Mahua Mukherjee,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Mahua Mukherjee,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Mahua Mukherjee,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Mahua Mukherjee,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Prabhjot Singh Chani,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Prabhjot Singh Chani,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Prabhjot Singh Chani,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Prabhjot Singh Chani,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Prabhjot Singh Chani,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Prabhjot Singh Chani,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Prabhjot Singh Chani,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,E Rajasekar,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,E Rajasekar,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,E Rajasekar,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,E Rajasekar,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,E Rajasekar,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,E Rajasekar,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,E Rajasekar,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ram Sateesh Pasupuleti,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ram Sateesh Pasupuleti,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ram Sateesh Pasupuleti,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ram Sateesh Pasupuleti,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ram Sateesh Pasupuleti,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ram Sateesh Pasupuleti,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ram Sateesh Pasupuleti,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Saptarshi Kolay,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Saptarshi Kolay,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Saptarshi Kolay,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Saptarshi Kolay,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Saptarshi Kolay,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Saptarshi Kolay,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Saptarshi Kolay,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Shubhajit Sadhukhan,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Shubhajit Sadhukhan,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Shubhajit Sadhukhan,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Shubhajit Sadhukhan,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Shubhajit Sadhukhan,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Shubhajit Sadhukhan,0.55
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Shubhajit Sadhukhan,0.55
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Smriti Saraswat,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Smriti Saraswat,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Smriti Saraswat,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Smriti Saraswat,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Smriti Saraswat,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Smriti Saraswat,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Smriti Saraswat,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Sonal Atreya,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Sonal Atreya,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Sonal Atreya,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Sonal Atreya,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Sonal Atreya,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Sonal Atreya,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Sonal Atreya,0.55
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Tina Pujara,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Tina Pujara,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Tina Pujara,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Tina Pujara,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Tina Pujara,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Tina Pujara,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Tina Pujara,0.55
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Uttam Kumar Roy,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Uttam Kumar Roy,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Uttam Kumar Roy,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Uttam Kumar Roy,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Uttam Kumar Roy,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Uttam Kumar Roy,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Uttam Kumar Roy,0.55
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,V Devadas,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,V Devadas,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,V Devadas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,V Devadas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,V Devadas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,V Devadas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,V Devadas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Jaydev Dabas,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Jaydev Dabas,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Jaydev Dabas,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Jaydev Dabas,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Jaydev Dabas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Jaydev Dabas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Jaydev Dabas,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Millie Pant,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Millie Pant,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Millie Pant,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Millie Pant,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Millie Pant,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Millie Pant,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Millie Pant,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Rajan Arora,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Rajan Arora,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Rajan Arora,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Rajan Arora,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Rajan Arora,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Rajan Arora,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Rajan Arora,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ashwani Kumar Sharma,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ashwani Kumar Sharma,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ashwani Kumar Sharma,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ashwani Kumar Sharma,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ashwani Kumar Sharma,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ashwani Kumar Sharma,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Ashwani Kumar Sharma,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Bijan Choudhury,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Bijan Choudhury,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Bijan Choudhury,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Bijan Choudhury,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Bijan Choudhury,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Bijan Choudhury,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Bijan Choudhury,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Debabrata Sircar,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Debabrata Sircar,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Debabrata Sircar,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Debabrata Sircar,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Debabrata Sircar,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Debabrata Sircar,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Debabrata Sircar,0.55
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Deepak Sharma,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Deepak Sharma,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Deepak Sharma,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Deepak Sharma,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Deepak Sharma,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Deepak Sharma,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Deepak Sharma,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,P Gopinath,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,P Gopinath,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,P Gopinath,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,P Gopinath,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,P Gopinath,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,P Gopinath,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,P Gopinath,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harsh Chauhan,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harsh Chauhan,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harsh Chauhan,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harsh Chauhan,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harsh Chauhan,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harsh Chauhan,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Harsh Chauhan,0.55
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Srinivas Kiran Ambatipudi,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Srinivas Kiran Ambatipudi,0.625
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Srinivas Kiran Ambatipudi,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Srinivas Kiran Ambatipudi,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Srinivas Kiran Ambatipudi,0.6
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Srinivas Kiran Ambatipudi,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Srinivas Kiran Ambatipudi,0.575
v0_032_indo_german_science__technology_centre_igstc_announces_call_for_grant_applications_for_indo_german_r__d_partnership_on_research_projects_with_industrial_relevance,Krishna Mohan Poluri,0.625
