nsf_proposal_links_v0,researcher,pseudo_skills
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Sonal Atreya,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Tina Pujara,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Uttam Kumar Roy,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,V Devadas,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Jaydev Dabas,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Millie Pant,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Rajan Arora,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Ashwani Kumar Sharma,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Bijan Choudhury,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Debabrata Sircar,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Deepak Sharma,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,P Gopinath,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Harsh Chauhan,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Srinivas Kiran Ambatipudi,[]
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Krishna Mohan Poluri,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Maya S.Nair,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,N K Navani,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Partha Roy,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Poonam Choudhary,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Prabhat Kumar Mandal,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Pranita P Sarangi,"['advance', 'efficiency']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Pravindra Kumar,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Prince Tiwari,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,R. P. Singh,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Ramasare Prasad,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Ranjana Pathania,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Sanjoy Ghosh,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Saugata Hazra,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Shailly Tomar,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Shri Ram Yadav,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Soma Rohatgi,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Sachin Suresh Tiwari,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Jitin Singla,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Rajesh Kumar,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_048_call_for_oriented_research__technology_development_proposals_on_hydrogen_and_fuel_cell_hfc___2018,Akhil Upadhyay,"['advance', 'design', 'efficiency', 'environment', 'synthesis']"
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Arindam Biswas,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Avlokita Agrawal,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Gaurav Raheja,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Harshit Sosan Lakra,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Mahua Mukherjee,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Prabhjot Singh Chani,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,E Rajasekar,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Ram Sateesh Pasupuleti,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Saptarshi Kolay,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Shubhajit Sadhukhan,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Smriti Saraswat,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Sonal Atreya,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Tina Pujara,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Uttam Kumar Roy,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,V Devadas,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Jaydev Dabas,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Millie Pant,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Rajan Arora,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Ashwani Kumar Sharma,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Bijan Choudhury,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Debabrata Sircar,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Deepak Sharma,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,P Gopinath,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Harsh Chauhan,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Srinivas Kiran Ambatipudi,[]
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Krishna Mohan Poluri,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Maya S.Nair,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,N K Navani,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Partha Roy,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Poonam Choudhary,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Prabhat Kumar Mandal,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Pranita P Sarangi,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Pravindra Kumar,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Prince Tiwari,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,R. P. Singh,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Ramasare Prasad,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Ranjana Pathania,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Sanjoy Ghosh,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Saugata Hazra,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Shailly Tomar,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Shri Ram Yadav,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Soma Rohatgi,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Sachin Suresh Tiwari,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Jitin Singla,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Rajesh Kumar,['general']
v0_049_initiative_in_coordinated_programme_for_arid_semi_arid_and_cold_desert_regionsasacoder,Akhil Upadhyay,['general']
v0_050_india___thailand_joint_call_for_proposals,Arindam Biswas,['urban']
v0_050_india___thailand_joint_call_for_proposals,Avlokita Agrawal,['urban']
v0_050_india___thailand_joint_call_for_proposals,Gaurav Raheja,['urban']
v0_050_india___thailand_joint_call_for_proposals,Harshit Sosan Lakra,['urban']
v0_050_india___thailand_joint_call_for_proposals,Mahua Mukherjee,['urban']
v0_050_india___thailand_joint_call_for_proposals,Prabhjot Singh Chani,['urban']
v0_050_india___thailand_joint_call_for_proposals,E Rajasekar,['urban']
v0_050_india___thailand_joint_call_for_proposals,Ram Sateesh Pasupuleti,['urban']
v0_050_india___thailand_joint_call_for_proposals,Saptarshi Kolay,['urban']
v0_050_india___thailand_joint_call_for_proposals,Shubhajit Sadhukhan,['urban']
v0_050_india___thailand_joint_call_for_proposals,Smriti Saraswat,['urban']
v0_050_india___thailand_joint_call_for_proposals,Sonal Atreya,['urban']
v0_050_india___thailand_joint_call_for_proposals,Tina Pujara,['urban']
v0_050_india___thailand_joint_call_for_proposals,Uttam Kumar Roy,['urban']
v0_050_india___thailand_joint_call_for_proposals,V Devadas,['urban']
v0_050_india___thailand_joint_call_for_proposals,Jaydev Dabas,['urban']
v0_050_india___thailand_joint_call_for_proposals,Millie Pant,['urban']
v0_050_india___thailand_joint_call_for_proposals,Rajan Arora,['urban']
v0_050_india___thailand_joint_call_for_proposals,Ashwani Kumar Sharma,['urban']
v0_050_india___thailand_joint_call_for_proposals,Bijan Choudhury,['urban']
v0_050_india___thailand_joint_call_for_proposals,Debabrata Sircar,['urban']
v0_050_india___thailand_joint_call_for_proposals,Deepak Sharma,['urban']
v0_050_india___thailand_joint_call_for_proposals,P Gopinath,['urban']
v0_050_india___thailand_joint_call_for_proposals,Harsh Chauhan,['urban']
v0_050_india___thailand_joint_call_for_proposals,Srinivas Kiran Ambatipudi,[]
v0_050_india___thailand_joint_call_for_proposals,Krishna Mohan Poluri,['urban']
v0_050_india___thailand_joint_call_for_proposals,Maya S.Nair,['urban']
v0_050_india___thailand_joint_call_for_proposals,N K Navani,['urban']
v0_050_india___thailand_joint_call_for_proposals,Partha Roy,['urban']
v0_050_india___thailand_joint_call_for_proposals,Poonam Choudhary,['urban']
v0_050_india___thailand_joint_call_for_proposals,Prabhat Kumar Mandal,['urban']
v0_050_india___thailand_joint_call_for_proposals,Pranita P Sarangi,[]
v0_050_india___thailand_joint_call_for_proposals,Pravindra Kumar,['urban']
v0_050_india___thailand_joint_call_for_proposals,Prince Tiwari,['urban']
v0_050_india___thailand_joint_call_for_proposals,R. P. Singh,['urban']
v0_050_india___thailand_joint_call_for_proposals,Ramasare Prasad,['urban']
v0_050_india___thailand_joint_call_for_proposals,Ranjana Pathania,['urban']
v0_050_india___thailand_joint_call_for_proposals,Sanjoy Ghosh,['urban']
v0_050_india___thailand_joint_call_for_proposals,Saugata Hazra,['urban']
v0_050_india___thailand_joint_call_for_proposals,Shailly Tomar,['urban']
v0_050_india___thailand_joint_call_for_proposals,Shri Ram Yadav,['urban']
v0_050_india___thailand_joint_call_for_proposals,Soma Rohatgi,['urban']
v0_050_india___thailand_joint_call_for_proposals,Sachin Suresh Tiwari,['urban']
v0_050_india___thailand_joint_call_for_proposals,Jitin Singla,['urban']
v0_050_india___thailand_joint_call_for_proposals,Rajesh Kumar,['urban']
v0_050_india___thailand_joint_call_for_proposals,Akhil Upadhyay,['urban']
v0_051_dst_science_technology_and_innovation_policy_fellowships,Arindam Biswas,['decade']
v0_051_dst_science_technology_and_innovation_policy_fellowships,Avlokita Agrawal,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Gaurav Raheja,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Harshit Sosan Lakra,['decade']
v0_051_dst_science_technology_and_innovation_policy_fellowships,Mahua Mukherjee,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Prabhjot Singh Chani,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,E Rajasekar,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Ram Sateesh Pasupuleti,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Saptarshi Kolay,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Shubhajit Sadhukhan,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Smriti Saraswat,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Sonal Atreya,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Tina Pujara,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Uttam Kumar Roy,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,V Devadas,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Jaydev Dabas,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Millie Pant,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Rajan Arora,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Ashwani Kumar Sharma,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Bijan Choudhury,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Debabrata Sircar,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Deepak Sharma,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,P Gopinath,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Harsh Chauhan,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Srinivas Kiran Ambatipudi,['decade']
v0_051_dst_science_technology_and_innovation_policy_fellowships,Krishna Mohan Poluri,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Maya S.Nair,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,N K Navani,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Partha Roy,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Poonam Choudhary,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Prabhat Kumar Mandal,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Pranita P Sarangi,[]
v0_051_dst_science_technology_and_innovation_policy_fellowships,Pravindra Kumar,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Prince Tiwari,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,R. P. Singh,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Ramasare Prasad,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Ranjana Pathania,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Sanjoy Ghosh,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Saugata Hazra,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Shailly Tomar,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Shri Ram Yadav,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Soma Rohatgi,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Sachin Suresh Tiwari,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Jitin Singla,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Rajesh Kumar,"['decade', 'input']"
v0_051_dst_science_technology_and_innovation_policy_fellowships,Akhil Upadhyay,"['decade', 'input']"
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Arindam Biswas,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Avlokita Agrawal,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Gaurav Raheja,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Harshit Sosan Lakra,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Mahua Mukherjee,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Prabhjot Singh Chani,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,E Rajasekar,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Ram Sateesh Pasupuleti,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Saptarshi Kolay,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Shubhajit Sadhukhan,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Smriti Saraswat,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Sonal Atreya,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Tina Pujara,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Uttam Kumar Roy,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,V Devadas,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Jaydev Dabas,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Millie Pant,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Rajan Arora,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Ashwani Kumar Sharma,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Bijan Choudhury,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Debabrata Sircar,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Deepak Sharma,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,P Gopinath,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Harsh Chauhan,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Srinivas Kiran Ambatipudi,[]
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Krishna Mohan Poluri,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Maya S.Nair,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,N K Navani,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Partha Roy,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Poonam Choudhary,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Prabhat Kumar Mandal,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Pranita P Sarangi,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Pravindra Kumar,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Prince Tiwari,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,R. P. Singh,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Ramasare Prasad,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Ranjana Pathania,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Sanjoy Ghosh,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Saugata Hazra,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Shailly Tomar,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Shri Ram Yadav,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Soma Rohatgi,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Sachin Suresh Tiwari,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Jitin Singla,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Rajesh Kumar,['general']
v0_052_dst_daad_2018_call_for_personal_exchanges_between_india_and_germany,Akhil Upadhyay,['general']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Arindam Biswas,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Avlokita Agrawal,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Gaurav Raheja,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Harshit Sosan Lakra,[]
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Mahua Mukherjee,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Prabhjot Singh Chani,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,E Rajasekar,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Ram Sateesh Pasupuleti,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Saptarshi Kolay,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Shubhajit Sadhukhan,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Smriti Saraswat,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Sonal Atreya,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Tina Pujara,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Uttam Kumar Roy,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,V Devadas,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Jaydev Dabas,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Millie Pant,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Rajan Arora,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Ashwani Kumar Sharma,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Bijan Choudhury,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Debabrata Sircar,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Deepak Sharma,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,P Gopinath,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Harsh Chauhan,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Srinivas Kiran Ambatipudi,[]
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Krishna Mohan Poluri,['efficiency']
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Maya S.Nair,['efficiency']
