nsf_proposal_links_v0,researcher,pseudo_skills
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Prabhjot Singh Chani,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,E Rajasekar,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Ram Sateesh Pasupuleti,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Saptarshi Kolay,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Shubhajit Sadhukhan,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Smriti Saraswat,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Sonal Atreya,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Tina Pujara,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Uttam Kumar Roy,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,V Devadas,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Jaydev Dabas,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Millie Pant,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Rajan Arora,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Ashwani Kumar Sharma,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Bijan Choudhury,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Debabrata Sircar,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Deepak Sharma,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,P Gopinath,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Harsh Chauhan,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Srinivas Kiran Ambatipudi,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Krishna Mohan Poluri,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Maya S.Nair,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,N K Navani,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Partha Roy,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Poonam Choudhary,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Prabhat Kumar Mandal,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Pranita P Sarangi,['recommendation']
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Pravindra Kumar,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Prince Tiwari,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,R. P. Singh,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Ramasare Prasad,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Ranjana Pathania,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Sanjoy Ghosh,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Saugata Hazra,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Shailly Tomar,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Shri Ram Yadav,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Soma Rohatgi,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Sachin Suresh Tiwari,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Jitin Singla,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Rajesh Kumar,"['instrument', 'recommendation']"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,Akhil Upadhyay,"['instrument', 'recommendation']"
v0_017_indo_norway_joint_call_on_bio_economy,Arindam Biswas,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Avlokita Agrawal,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Gaurav Raheja,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Harshit Sosan Lakra,[]
v0_017_indo_norway_joint_call_on_bio_economy,Mahua Mukherjee,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Prabhjot Singh Chani,['land']
v0_017_indo_norway_joint_call_on_bio_economy,E Rajasekar,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Ram Sateesh Pasupuleti,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Saptarshi Kolay,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Shubhajit Sadhukhan,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Smriti Saraswat,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Sonal Atreya,[]
v0_017_indo_norway_joint_call_on_bio_economy,Tina Pujara,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Uttam Kumar Roy,['land']
v0_017_indo_norway_joint_call_on_bio_economy,V Devadas,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Jaydev Dabas,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Millie Pant,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Rajan Arora,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Ashwani Kumar Sharma,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Bijan Choudhury,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Debabrata Sircar,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Deepak Sharma,['land']
v0_017_indo_norway_joint_call_on_bio_economy,P Gopinath,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Harsh Chauhan,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Srinivas Kiran Ambatipudi,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Krishna Mohan Poluri,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Maya S.Nair,['land']
v0_017_indo_norway_joint_call_on_bio_economy,N K Navani,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Partha Roy,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Poonam Choudhary,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Prabhat Kumar Mandal,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Pranita P Sarangi,[]
v0_017_indo_norway_joint_call_on_bio_economy,Pravindra Kumar,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Prince Tiwari,['land']
v0_017_indo_norway_joint_call_on_bio_economy,R. P. Singh,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Ramasare Prasad,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Ranjana Pathania,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Sanjoy Ghosh,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Saugata Hazra,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Shailly Tomar,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Shri Ram Yadav,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Soma Rohatgi,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Sachin Suresh Tiwari,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Jitin Singla,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Rajesh Kumar,['land']
v0_017_indo_norway_joint_call_on_bio_economy,Akhil Upadhyay,['land']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Arindam Biswas,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Avlokita Agrawal,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Gaurav Raheja,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Harshit Sosan Lakra,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Mahua Mukherjee,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Prabhjot Singh Chani,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,E Rajasekar,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Ram Sateesh Pasupuleti,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Saptarshi Kolay,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Shubhajit Sadhukhan,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Smriti Saraswat,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Sonal Atreya,[]
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Tina Pujara,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Uttam Kumar Roy,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,V Devadas,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Jaydev Dabas,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Millie Pant,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Rajan Arora,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Ashwani Kumar Sharma,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Bijan Choudhury,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Debabrata Sircar,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Deepak Sharma,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,P Gopinath,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Harsh Chauhan,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Srinivas Kiran Ambatipudi,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Krishna Mohan Poluri,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Maya S.Nair,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,N K Navani,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Partha Roy,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Poonam Choudhary,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Prabhat Kumar Mandal,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Pranita P Sarangi,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Pravindra Kumar,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Prince Tiwari,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,R. P. Singh,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Ramasare Prasad,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Ranjana Pathania,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Sanjoy Ghosh,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Saugata Hazra,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Shailly Tomar,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Shri Ram Yadav,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Soma Rohatgi,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Sachin Suresh Tiwari,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Jitin Singla,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Rajesh Kumar,['family']
v0_018_joint_call_between_india_and_austria_for_exchange_visits,Akhil Upadhyay,['family']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Arindam Biswas,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Avlokita Agrawal,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Gaurav Raheja,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Harshit Sosan Lakra,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Mahua Mukherjee,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Prabhjot Singh Chani,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,E Rajasekar,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Ram Sateesh Pasupuleti,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Saptarshi Kolay,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Shubhajit Sadhukhan,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Smriti Saraswat,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Sonal Atreya,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Tina Pujara,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Uttam Kumar Roy,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,V Devadas,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Jaydev Dabas,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Millie Pant,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Rajan Arora,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Ashwani Kumar Sharma,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Bijan Choudhury,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Debabrata Sircar,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Deepak Sharma,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,P Gopinath,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Harsh Chauhan,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Srinivas Kiran Ambatipudi,[]
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Krishna Mohan Poluri,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Maya S.Nair,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,N K Navani,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Partha Roy,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Poonam Choudhary,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Prabhat Kumar Mandal,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Pranita P Sarangi,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Pravindra Kumar,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Prince Tiwari,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,R. P. Singh,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Ramasare Prasad,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Ranjana Pathania,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Sanjoy Ghosh,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Saugata Hazra,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Shailly Tomar,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Shri Ram Yadav,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Soma Rohatgi,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Sachin Suresh Tiwari,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Jitin Singla,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Rajesh Kumar,['aspect']
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,Akhil Upadhyay,['aspect']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Arindam Biswas,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Avlokita Agrawal,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Gaurav Raheja,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Harshit Sosan Lakra,['decade']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Mahua Mukherjee,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Prabhjot Singh Chani,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,E Rajasekar,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Ram Sateesh Pasupuleti,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Saptarshi Kolay,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Shubhajit Sadhukhan,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Smriti Saraswat,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Sonal Atreya,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Tina Pujara,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Uttam Kumar Roy,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,V Devadas,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Jaydev Dabas,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Millie Pant,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Rajan Arora,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Ashwani Kumar Sharma,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Bijan Choudhury,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Debabrata Sircar,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Deepak Sharma,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,P Gopinath,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Harsh Chauhan,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Srinivas Kiran Ambatipudi,['decade']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Krishna Mohan Poluri,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Maya S.Nair,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,N K Navani,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Partha Roy,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Poonam Choudhary,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Prabhat Kumar Mandal,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Pranita P Sarangi,['efficiency']
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Pravindra Kumar,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Prince Tiwari,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,R. P. Singh,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Ramasare Prasad,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Ranjana Pathania,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Sanjoy Ghosh,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Saugata Hazra,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Shailly Tomar,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Shri Ram Yadav,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Soma Rohatgi,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Sachin Suresh Tiwari,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Jitin Singla,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Rajesh Kumar,"['building', 'capacity building', 'decade', 'efficiency']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Akhil Upadhyay,"['building', 'capacity building', 'decade', 'efficiency']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Arindam Biswas,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Avlokita Agrawal,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Gaurav Raheja,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Harshit Sosan Lakra,"['engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Mahua Mukherjee,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Prabhjot Singh Chani,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,E Rajasekar,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ram Sateesh Pasupuleti,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Saptarshi Kolay,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Shubhajit Sadhukhan,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Smriti Saraswat,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Sonal Atreya,"['computer', 'engineering', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Tina Pujara,"['computer', 'engineering', 'fundamental']"
