,proposal_id,year,proposal_link,title,skills,team,goodness
0,nsf21598,2021,https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"=HYPERLINK(""https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm"", ""Advanced Technological Education (2021)"")","['J.7', 'C.2', 'J.2', 'K.7', 'F.4', 'H.2', 'G.1', 'J.4', 'K.6']","[['Ali, Mohammod', 'Cui, Taixing', 'Giurgiutiu (Jurjutzu), Victor', 'Tang, Jijun', 'Wang, Guoan'], ['Ahmad, Iftikhar', 'Gross, Andrew J.', 'Jabbarzadeh, Ehsan', 'Matthews, Michael A.', 'Viparelli, Enrica'], ['Dougal, Roger A.', 'Gibbons, Joseph H.', 'Matthews, Michael A.', 'Sutton, Michael', 'Yuan, Lang'], ['Hu, Ming', 'Lyons, Jed ', 'Matthews, Michael A.', 'Reifsnider, Kenneth ', 'Smoak, Wilson'], ['Chen, Fanglin (Frank)', 'Giurgiutiu (Jurjutzu), Victor', 'Nezhad, Cyrus Riahi', 'Schooley, Benjamin', 'Ziehl, Paul'], ['Giurgiutiu (Jurjutzu), Victor', 'Mandal, Krishna', 'Mobli, Mostafa', 'Regan, Elizabeth A.', 'Sutton, Michael'], ['Liu, Chang', 'Matthews, Michael A.', 'Plante, Portia', 'Vogt, Thomas', 'Wu, Dezhi'], ['Ebner, Armin D.', 'Giurgiutiu (Jurjutzu), Victor', 'Liu, Chang', 'Peters, Wally ', 'Sutton, Michael'], ['Gibbons, Joseph H.', 'Gumina, Sharon', 'Matthews, Michael A.', 'McCants, Dale ', 'Monnier, John R.'], ['Ali, Mohammod', 'Li, Chen ', 'Matthews, Michael A.', 'Thatcher, Matt E. ', 'Van Brunt, Vincent'], ['Ebner, Armin D.', 'Huang, Chin-Tser', 'Matolak, David', 'Matthews, Michael A.', 'Monnier, John R.'], ['Carver, Wayne', 'Fenner, Stephen A. ', 'Matthews, Michael A.', 'Regan, Elizabeth A.', 'Summers, Bill '], ['Caicedo, Juan', 'Karakalos, Stavros G.', 'Lyons, Jed ', 'Morehouse, Jeff ', 'Uline, Mark J.'], ['Lauterbach, Jochen', 'Loiselle, Val', 'Matthews, Michael A.', 'Vogt, Thomas', 'Won, Sang Hee'], ['Khan, Jamil   A.', 'Lyons, Jed ', 'Matthews, Michael A.', 'Sutton, Michael', 'Vargas, Juan'], ['Gray, Joshua', 'Kanapala, Neema ', 'Matthews, Michael A.', 'Smoak, Wilson', 'Vargas, Juan'], ['Huang, Chin-Tser', 'Matthews, Michael A.', 'Moss, Melissa Ann', 'Popov, Branko N.', 'Williams, Christopher'], ['Cui, Taixing', 'Hikmet, Neset', 'Mandal, Krishna', 'Matthews, Michael A.', 'Monnier, John R.'], ['Berge, Nicole D.', 'Caicedo, Juan', 'Henrich, Silke', 'Karakalos, Stavros G.', 'Nezhad, Cyrus Riahi'], ['Chaudhry, Hanif', 'Cheng, Xu', 'Giurgiutiu (Jurjutzu), Victor', 'Khan, Asif', 'Wang, Xiaofeng'], ['Ali, Mohammod', 'Boltin, Nicholas D.', 'Giurgiutiu (Jurjutzu), Victor', 'Mobli, Mostafa', 'Vidal, Jose M. '], ['Cheng, Xu', 'Gerdes, Jr., John H.', 'Giurgiutiu (Jurjutzu), Victor', 'Karakalos, Stavros G.', 'Shimpalee, Sirivatch'], ['Gatzke, Edward P.', 'Giurgiutiu (Jurjutzu), Victor', 'Koppel, Tarmo', 'Moss, Melissa Ann', 'Santi, Enrico'], ['Caicedo, Juan', 'Dryer, Frederick  L. ', 'Pain, Christopher C.', 'Santi, Enrico', 'Uline, Mark J.'], ['Besmann, Theodore  M.', 'Chen, Yuche', 'Matthews, Michael A.', 'Rizos, Dimitris', 'Zand, Ramtin'], ['Benigni, Andrea', 'Berge, Nicole D.', 'Caicedo, Juan', 'Cole, Casey', 'Dougal, Roger A.'], ['Bayat, Mahmoud', 'Fan, Daping', 'Lee, Dongkyu', 'Matthews, Michael A.', 'McAnally, A. Steve'], ['Bayoumi, Abdel-Moez E. ', 'Gumina, Sharon', 'Harik, Ramy', 'Sutton, Michael', 'Zhang, Bin'], ['Ammal, Salai C.', 'Dillon, Anthony L', 'Giurgiutiu (Jurjutzu), Victor', 'Williams, Christopher', 'Zhang, Bin'], ['Harik, Ramy', 'Pain, Christopher C.', 'Reifsnider, Kenneth ', 'Wei, Xiaojun', 'Zhang, Qi'], ['Carver, Wayne', 'Cheng, Xu', 'Harik, Ramy', 'Heyden, Andreas', 'Sabalowsky, Andrew'], ['Jalilvand, Golareh', 'Karakalos, Stavros G.', 'Mullen, Robert L', 'Rocheleau, David ', 'Thatcher, Matt E. '], ['Giurgiutiu (Jurjutzu), Victor', 'Huhns, Michael N.', 'Roberts, Elwyn', 'Rose, John R. ', 'Wang, Yi'], ['Deng, Xiaomin ', 'Giurgiutiu (Jurjutzu), Victor', 'Mustain, William E', 'Wells, James R.', 'Zand, Ramtin'], ['Cheng, Xu', 'Giurgiutiu (Jurjutzu), Victor', 'Meekins, Benjamin H.', 'Sabalowsky, Andrew', 'Sur, Sanjib '], ['Dougal, Roger A.', 'McNeill, Stephen ', 'Potts, Jay', 'Shimpalee, Sirivatch', 'Yoon, Yeomin'], ['Jabbarzadeh, Ehsan', 'Koppel, Tarmo', 'Lyons, Jed ', 'McNeill, Stephen ', 'Zhang, Qi'], ['Khan, Asif', 'Matthews, Catherine', 'Potts, Jay', 'Rizos, Dimitris', 'Tooren, Michel  van'], ['Harik, Ramy', 'Li, Chen ', 'Liu, Chang', 'Nezhad, Cyrus Riahi', 'Simin, Grigory'], ['Blanchette, James  Otto', 'Lauterbach, Jochen', 'Liu, Chang', 'Pain, Christopher C.', 'Potts, Jay'], ['Devereux, Emily', 'Gerdes, Jr., John H.', 'Jamshidi, Pooyan ', 'Morehouse, Jeff ', 'Wells, James R.'], ['Brookshire, Robert G., Ph.D.', 'Caicedo, Juan', 'Hoque, Shamia', 'Jalilvand, Golareh', 'Koppel, Tarmo'], ['Alexeev, Oleg S.', 'Gerdes, Jr., John H.', 'Jabbarzadeh, Ehsan', 'Paul, Titan C.', 'Potts, Jay'], ['Flora, Joseph', 'Gumina, Sharon', 'Harik, Ramy', 'Nezhad, Cyrus Riahi', 'Ortiz-Hernandez, Ivelisse'], ['Gürdal, Zafer ', 'Harik, Ramy', 'Santi, Enrico', 'Smoak, Wilson', 'Williams, Christopher'], ['Devereux, Emily', 'Giurgiutiu (Jurjutzu), Victor', 'Khan, Asif', 'McAnally, A. Steve', 'Shazly, Tarek '], ['Ali, Mohammod', 'Eastman, Caroline M. ', 'Giurgiutiu (Jurjutzu), Victor', 'Popov, Branko N.', 'Potts, Jay'], ['Dillon, Anthony L', 'Gatzke, Edward P.', 'Heyden, Andreas', 'Ortiz-Hernandez, Ivelisse', 'Thatcher, Matt E. '], ['Blanchette, James  Otto', 'Farouk, Tanvir   I.', 'Harik, Ramy', 'Moss, Melissa Ann', 'Vogt, Thomas'], ['Eastman, Caroline M. ', 'Karakalos, Stavros G.', 'Li, Chen ', 'Lyons, Jed ', 'Uline, Mark J.']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111, 0.6111]"
1,nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"=HYPERLINK(""https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm"", ""Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)"")","['J.2', 'H.2', 'I.6', 'J.2']","[['Ginn, Herbert L.', 'Spinale, Frank G.', 'Wang, Yi', 'Wells, James R.', 'Ziehl, Paul'], ['Benigni, Andrea', 'Brookshire, Robert G., Ph.D.', 'Nezhad, Cyrus Riahi', 'Sadati, Monirosadat (Sanaz)', 'Ziehl, Paul'], ['Gerdes, Jr., John H.', 'Gibbons, Joseph H.', 'Jabbarzadeh, Ehsan', 'Karakalos, Stavros G.', 'Zhou, Caizhi'], ['Gadala-Maria, Francis', 'Hu, Ming', 'Rizos, Dimitris', 'Wells, James R.', 'Zhou, Caizhi'], ['Bayat, Mahmoud', 'Gray, Joshua', 'Lyons, Jed ', 'Pain, Christopher C.', 'Zhou, Caizhi'], ['Alexeev, Oleg S.', 'Brookshire, Robert G., Ph.D.', 'Carrilho, Leo ', 'Tooren, Michel  van', 'Zhang, Qi'], ['Carrilho, Leo ', 'Chen, Yinchao', 'Lessner , Susan M.', 'Regan, Elizabeth A.', 'Zhang, Qi'], ['Benigni, Andrea', 'Chandrashekhar, MVS', 'Meekins, Benjamin H.', 'Pain, Christopher C.', 'Zhang, Qi'], ['Brookshire, Robert G., Ph.D.', 'Flora, Joseph', 'Giurgiutiu (Jurjutzu), Victor', 'Tooren, Michel  van', 'Zhang, Bin'], ['Ahmad, Iftikhar', 'Matta, Fabio', 'Rose, John R. ', 'Simin, Grigory', 'Zhang, Bin'], ['Brookshire, Robert G., Ph.D.', 'Cui, Taixing', 'Xue, Xingjian (Chris) ', 'Yuan, Lang', 'Zand, Ramtin'], ['Ginn, Herbert L.', 'Gray, Joshua', 'Rose, John R. ', 'Santi, Enrico', 'Zand, Ramtin'], ['Hoque, Shamia', 'Mullen, Robert L', 'Viparelli, Enrica', 'Wang, Yi', 'Yuan, Lang'], ['Broughton, Earnie', 'McCants, Dale ', 'Meekins, Benjamin H.', 'Mullen, Robert L', 'Yuan, Lang'], ['Glenn Jr., Odell', 'Ortiz-Hernandez, Ivelisse', 'Sadati, Monirosadat (Sanaz)', 'Yu, Lingyu ', 'Zhang, Bin'], ['Gerdes, Jr., John H.', 'Simin, Grigory', 'Sudarshan, Tangali S.', 'Viparelli, Enrica', 'Yoon, Yeomin'], ['Bayoumi, Abdel-Moez E. ', 'Lessner , Susan M.', 'McAnally, A. Steve', 'Ortiz-Hernandez, Ivelisse', 'Yoon, Yeomin'], ['Benigni, Andrea', 'Patel, Chandrashekhar', 'Rocheleau, David ', 'Shimpalee, Sirivatch', 'Xue, Xingjian (Chris) '], ['Eastman, Caroline M. ', 'Huray, Paul G.', 'Mobli, Mostafa', 'Regan, Elizabeth A.', 'Xue, Xingjian (Chris) '], ['Khan, Jamil   A.', 'Meekins, Benjamin H.', 'Shazly, Tarek ', 'Wang, Xiaofeng', 'Xu, Songhua'], ['Humphries, Wilfred Kenneth', 'Liu, Chang', 'Patel, Chandrashekhar', 'Sudarshan, Tangali S.', 'Xu, Songhua'], ['Eastman, Caroline M. ', 'Khan, Asif', 'Mandal, Krishna', 'Mustain, William E', 'Xu, Songhua'], ['Huang, Kevin ', 'Matthews, Michael A.', 'Regalbuto, John R.', 'Vargas, Juan', 'Xu, Songhua'], ['Haj-Hariri, Hossein ', 'Khan, Asif', 'Regalbuto, John R.', 'Shazly, Tarek ', 'Xu, Songhua'], ['Bayoumi, Abdel-Moez E. ', 'Dougal, Roger A.', 'McAnally, A. Steve', 'McCants, Dale ', 'Wu, Dezhi'], ['Bayoumi, Abdel-Moez E. ', 'Harik, Ramy', 'Nezhad, Cyrus Riahi', 'Regan, Elizabeth A.', 'Won, Sang Hee'], ['Hoque, Shamia', 'Ortiz-Hernandez, Ivelisse', 'Shimpalee, Sirivatch', 'Won, Sang Hee', 'Zhang, Bin'], ['Chen, Yinchao', 'Flora, Joseph', 'Giurgiutiu (Jurjutzu), Victor', 'Simin, Grigory', 'Won, Sang Hee'], ['Loiselle, Val', 'Matolak, David', 'Rocheleau, David ', 'Simin, Grigory', 'Williams, Christopher'], ['Ebner, Armin D.', 'Gerdes, Jr., John H.', 'McAnally, A. Steve', 'Williams, Christopher', 'Yuan, Lang'], ['Carrilho, Leo ', 'Chen, Yuche', 'Popov, Branko N.', 'Rose, John R. ', 'White, Ralph E.'], ['Huray, Paul G.', 'Ortiz-Hernandez, Ivelisse', 'Qian, Yu', 'Wang, Xiaofeng', 'Wells, James R.'], ['Blanchette, James  Otto', 'Lessner , Susan M.', 'Simin, Grigory', 'Stanford, Thomas G.', 'Wei, Xiaojun'], ['Karakalos, Stavros G.', 'Matolak, David', 'Monnier, John R.', 'Van Brunt, Vincent', 'Wang, Yi'], ['Humphries, Wilfred Kenneth', 'Monnier, John R.', 'Popov, Branko N.', 'Tooren, Michel  van', 'Wang, Yi'], ['Caicedo, Juan', 'Chao, Yuh J. ', 'Huang, Kevin ', 'Li, Chen ', 'Wang, Yi'], ['Eastman, Caroline M. ', 'Gholizadeh, Sona', 'Glenn Jr., Odell', 'Haj-Hariri, Hossein ', 'Wang, Yi'], ['Blanchette, James  Otto', 'Carrilho, Leo ', 'Giurgiutiu (Jurjutzu), Victor', 'Shazly, Tarek ', 'Wang, Yi'], ['Ahmad, Iftikhar', 'Boltin, Nicholas D.', 'Fan, Daping', 'Wang, Xiaofeng', 'Yuan, Lang'], ['Crichigno, Jorge', 'Dougal, Roger A.', 'Matolak, David', 'Rhodes, Curtis ', 'Wang, Song'], ['Karakalos, Stavros G.', 'Matta, Fabio', 'Matthews, Michael A.', 'Simin, Grigory', 'Wang, Song'], ['Gholizadeh, Sona', 'Matolak, David', 'Pain, Christopher C.', 'Wang, Song', 'Xue, Xingjian (Chris) '], ['Chen, Fanglin (Frank)', 'Mustain, William E', 'Shimpalee, Sirivatch', 'Wang, Guoan', 'Xu, Songhua'], ['Alexeev, Oleg S.', 'Khan, Asif', 'Shazly, Tarek ', 'Wang, Guoan', 'Xu, Songhua'], ['Gassman, Sarah', 'Glenn Jr., Odell', 'Morehouse, Jeff ', 'Ortiz-Hernandez, Ivelisse', 'Wang, Guoan'], ['Dillon, Anthony L', 'Lessner , Susan M.', 'Potts, Jay', 'Viparelli, Enrica', 'Vogt, Thomas'], ['Cheng, Xu', 'Flora, Joseph', 'Gibbons, Joseph H.', 'Jalilvand, Golareh', 'Vogt, Thomas'], ['Benigni, Andrea', 'Carrilho, Leo ', 'Ebner, Armin D.', 'Glenn Jr., Odell', 'Vogt, Thomas'], ['Bayat, Mahmoud', 'Jabbarzadeh, Ehsan', 'Morehouse, Jeff ', 'Qian, Yu', 'Vogt, Thomas'], ['Gholizadeh, Sona', 'Khan, Asif', 'Monnier, John R.', 'Vitzilaios, Nikolaos (Nikos)', 'Xu, Songhua']]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
2,nsf20609,2020,https://www.nsf.gov/pubs/2020/nsf20609/nsf20609.htm,"=HYPERLINK(""https://www.nsf.gov/pubs/2020/nsf20609/nsf20609.htm"", ""Collaborative Research in Computational Neuroscience (2020)"")","['H.5', 'K.3']","[['Devereux, Emily', 'Flora, Joseph', 'McAnally, A. Steve', 'Xue, Xingjian (Chris) ', 'Ziehl, Paul'], ['Ahmad, Iftikhar', 'Gray, Joshua', 'Karakalos, Stavros G.', 'Vargas, Juan', 'Ziehl, Paul'], ['Alexeev, Oleg S.', 'Harik, Ramy', 'Karakalos, Stavros G.', 'Monnier, John R.', 'Ziehl, Paul'], ['Banerjee, Sourav ', 'Eslambolchi Moghadam, Sara', 'Glenn Jr., Odell', 'Yu, Lingyu ', 'Zhou, Caizhi'], ['Alexeev, Oleg S.', 'Monnier, John R.', 'Paul, Titan C.', 'Wang, Yi', 'Zhou, Caizhi'], ['Bischoff, Jeff ', 'Matta, Fabio', 'Mobli, Mostafa', 'Monnier, John R.', 'Zhou, Caizhi'], ['Blanchette, James  Otto', 'Booth, Kristen', 'Cui, Taixing', 'Nezhad, Cyrus Riahi', 'Zhou, Caizhi'], ['Dillon, Anthony L', 'Dougal, Roger A.', 'Smoak, Wilson', 'Zhang, Bin', 'Zhang, Qi'], ['Eastman, Caroline M. ', 'Gross, Andrew J.', 'Knight, Travis W.', 'Mobli, Mostafa', 'Zhang, Bin'], ['Devereux, Emily', 'Flora, Joseph', 'Imran, Jasim', 'Sabalowsky, Andrew', 'Zhang, Bin'], ['Bayoumi, Abdel-Moez E. ', 'Cui, Taixing', 'Harik, Ramy', 'Hu, Ming', 'Zhang, Bin'], ['Bischoff, Jeff ', 'Carver, Wayne', 'Fan, Daping', 'Yu, Lingyu ', 'Zhang, Bin'], ['Potts, Jay', 'Roberts, Kenneth L', 'Williams, Christopher', 'Zand, Ramtin', 'Zhang, Qi'], ['Devereux, Emily', 'Jalilvand, Golareh', 'Regan, Elizabeth A.', 'Yoon, Yeomin', 'Zand, Ramtin'], ['Ahmad, Iftikhar', 'Booth, Kristen', 'Fiedler, Kirk', 'Wells, James R.', 'Yuan, Lang'], ['Dougal, Roger A.', 'Rizos, Dimitris', 'Sabalowsky, Andrew', 'Sadati, Monirosadat (Sanaz)', 'Yuan, Lang'], ['Boltin, Nicholas D.', 'Qian, Yu', 'Regan, Elizabeth A.', 'Yu, Lingyu ', 'Ziehl, Paul'], ['Matthews, Michael A.', 'Ortiz-Hernandez, Ivelisse', 'Patel, Chandrashekhar', 'Regan, Elizabeth A.', 'Yu, Lingyu '], ['Knight, Travis W.', 'Matthews, Manton M', 'Matthews, Michael A.', 'Spinale, Frank G.', 'Yu, Lingyu '], ['Glenn Jr., Odell', 'Monnier, John R.', 'Xu, Songhua', 'Xue, Xingjian (Chris) ', 'Yoon, Yeomin'], ['Devereux, Emily', 'Dillon, Anthony L', 'Matthews, Michael A.', 'Williams, Christopher', 'Xu, Songhua'], ['Carver, Wayne', 'Glenn Jr., Odell', 'Rocheleau, David ', 'Santi, Enrico', 'Wu, Dezhi'], ['Dillon, Anthony L', 'Eslambolchi Moghadam, Sara', 'Lessner , Susan M.', 'Wells, James R.', 'Wu, Dezhi'], ['Boltin, Nicholas D.', 'Ebner, Armin D.', 'Karakalos, Stavros G.', 'Rocheleau, David ', 'Wu, Dezhi'], ['Bischoff, Jeff ', 'Boltin, Nicholas D.', 'Dillon, Anthony L', 'Wu, Dezhi', 'Xue, Xingjian (Chris) '], ['Knight, Travis W.', 'Monnier, John R.', 'Regan, Elizabeth A.', 'Won, Sang Hee', 'Zhang, Qi'], ['Cheng, Xu', 'Cui, Taixing', 'Khan, Jamil   A.', 'Smoak, Wilson', 'Williams, Christopher'], ['Broughton, Earnie', 'Cheng, Xu', 'Wang, Yi', 'Wells, James R.', 'White, Ralph E.'], ['Lessner , Susan M.', 'Paul, Titan C.', 'Regan, Elizabeth A.', 'Shazly, Tarek ', 'White, Ralph E.'], ['Gross, Andrew J.', 'Moss, Melissa Ann', 'Pain, Christopher C.', 'Wei, Xiaojun', 'White, Ralph E.'], ['Buell, Duncan A.', 'McCants, Dale ', 'Sabalowsky, Andrew', 'Wells, James R.', 'White, Ralph E.'], ['Knight, Travis W.', 'Rose, John R. ', 'Sabalowsky, Andrew', 'Wang, Yi', 'Wells, James R.'], ['Caicedo, Juan', 'Nezhad, Cyrus Riahi', 'Smoak, Wilson', 'Wells, James R.', 'Williams, Christopher'], ['Brookshire, Robert G., Ph.D.', 'Caicedo, Juan', 'Carver, Wayne', 'Dillon, Anthony L', 'Wells, James R.'], ['Imran, Jasim', 'Lyons, Jed ', 'McCants, Dale ', 'Wei, Xiaojun', 'Xue, Xingjian (Chris) '], ['Boltin, Nicholas D.', 'Chao, Yuh J. ', 'Dillon, Anthony L', 'Wei, Xiaojun', 'Yoon, Yeomin'], ['Imran, Jasim', 'Karakalos, Stavros G.', 'Matta, Fabio', 'Matthews, Manton M', 'Wang, Yi'], ['Boltin, Nicholas D.', 'Eslambolchi Moghadam, Sara', 'Koppel, Tarmo', 'Rocheleau, David ', 'Wang, Yi'], ['Ahmad, Iftikhar', 'Fiedler, Kirk', 'Ortiz-Hernandez, Ivelisse', 'Rocheleau, David ', 'Wang, Yi'], ['Ahmad, Iftikhar', 'Fiedler, Kirk', 'Gumina, Sharon', 'Matthews, Manton M', 'Wang, Xiaofeng'], ['Ali, Mohammod', 'Knight, Travis W.', 'Santi, Enrico', 'Vitzilaios, Nikolaos (Nikos)', 'Wang, Xiaofeng'], ['Boltin, Nicholas D.', 'Giurgiutiu (Jurjutzu), Victor', 'Monnier, John R.', 'Moss, Melissa Ann', 'Wang, Song'], ['Ebner, Armin D.', 'Fenner, Stephen A. ', 'Glenn Jr., Odell', 'Sadati, Monirosadat (Sanaz)', 'Wang, Song'], ['Bayoumi, Abdel-Moez E. ', 'Monnier, John R.', 'Santi, Enrico', 'Wang, Guoan', 'Zhang, Qi'], ['Imran, Jasim', 'Lyons, Jed ', 'Shimpalee, Sirivatch', 'Wang, Guoan', 'Wells, James R.'], ['Eastman, Caroline M. ', 'McCants, Dale ', 'Roberts, Kenneth L', 'Wang, Guoan', 'Williams, Christopher'], ['Brookshire, Robert G., Ph.D.', 'Gumina, Sharon', 'Shazly, Tarek ', 'Wang, Guoan', 'Zand, Ramtin'], ['Alexeev, Oleg S.', 'Imran, Jasim', 'Rizos, Dimitris', 'Rocheleau, David ', 'Wang, Guiren'], ['Deng, Xiaomin ', 'Fan, Daping', 'McCants, Dale ', 'Sadati, Monirosadat (Sanaz)', 'Wang, Guiren'], ['Gerdes, Jr., John H.', 'Rose, John R. ', 'Smoak, Wilson', 'Vogt, Thomas', 'Yoon, Yeomin']]","[0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625]"
