nsf_proposal_links_v0,researcher_name,team
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,E Rajasekar,"['E Rajasekar', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,E Rajasekar,"['E Rajasekar', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,E Rajasekar,"['E Rajasekar', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saptarshi Kolay,"['Saptarshi Kolay', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Smriti Saraswat,"['Smriti Saraswat', 'Arindam Biswas', 'Krishna Mohan Poluri', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Smriti Saraswat,"['Smriti Saraswat', 'Arindam Biswas', 'Deepak Sharma', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Smriti Saraswat,"['Smriti Saraswat', 'Arindam Biswas', 'Debabrata Sircar', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sonal Atreya,"['Sonal Atreya', 'Arindam Biswas', 'Krishna Mohan Poluri', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sonal Atreya,"['Sonal Atreya', 'Arindam Biswas', 'Deepak Sharma', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sonal Atreya,"['Sonal Atreya', 'Arindam Biswas', 'Debabrata Sircar', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Tina Pujara,"['Tina Pujara', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Tina Pujara,"['Tina Pujara', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Tina Pujara,"['Tina Pujara', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,V Devadas,"['V Devadas', 'Arindam Biswas', 'Krishna Mohan Poluri', 'Prabhat Kumar Mandal']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,V Devadas,"['V Devadas', 'Arindam Biswas', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,V Devadas,"['V Devadas', 'Arindam Biswas', 'Debabrata Sircar', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jaydev Dabas,"['Jaydev Dabas', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jaydev Dabas,"['Jaydev Dabas', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jaydev Dabas,"['Jaydev Dabas', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Millie Pant,"['Millie Pant', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Millie Pant,"['Millie Pant', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Millie Pant,"['Millie Pant', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajan Arora,"['Rajan Arora', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajan Arora,"['Rajan Arora', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Rajan Arora,"['Rajan Arora', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Bijan Choudhury,"['Bijan Choudhury', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Bijan Choudhury,"['Bijan Choudhury', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Bijan Choudhury,"['Bijan Choudhury', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Debabrata Sircar,"['Debabrata Sircar', 'Arindam Biswas', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Debabrata Sircar,"['Debabrata Sircar', 'Arindam Biswas', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Debabrata Sircar,"['Debabrata Sircar', 'Arindam Biswas', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Deepak Sharma,"['Deepak Sharma', 'Arindam Biswas', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Deepak Sharma,"['Deepak Sharma', 'Arindam Biswas', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Deepak Sharma,"['Deepak Sharma', 'Arindam Biswas', 'Debabrata Sircar', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,P Gopinath,"['P Gopinath', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,P Gopinath,"['P Gopinath', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,P Gopinath,"['P Gopinath', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Harsh Chauhan,"['Harsh Chauhan', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Harsh Chauhan,"['Harsh Chauhan', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Harsh Chauhan,"['Harsh Chauhan', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Arindam Biswas', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Arindam Biswas', 'Deepak Sharma', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Arindam Biswas', 'Debabrata Sircar', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Maya S.Nair,"['Maya S.Nair', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Maya S.Nair,"['Maya S.Nair', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Maya S.Nair,"['Maya S.Nair', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,N K Navani,"['N K Navani', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,N K Navani,"['N K Navani', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,N K Navani,"['N K Navani', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Partha Roy,"['Partha Roy', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Partha Roy,"['Partha Roy', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Partha Roy,"['Partha Roy', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Poonam Choudhary,"['Poonam Choudhary', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Poonam Choudhary,"['Poonam Choudhary', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Poonam Choudhary,"['Poonam Choudhary', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Arindam Biswas', 'Krishna Mohan Poluri', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Arindam Biswas', 'Deepak Sharma', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Arindam Biswas', 'Debabrata Sircar', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pranita P Sarangi,"['Pranita P Sarangi', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pranita P Sarangi,"['Pranita P Sarangi', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pranita P Sarangi,"['Pranita P Sarangi', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pravindra Kumar,"['Pravindra Kumar', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pravindra Kumar,"['Pravindra Kumar', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Pravindra Kumar,"['Pravindra Kumar', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prince Tiwari,"['Prince Tiwari', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prince Tiwari,"['Prince Tiwari', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Prince Tiwari,"['Prince Tiwari', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,R. P. Singh,"['R. P. Singh', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,R. P. Singh,"['R. P. Singh', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,R. P. Singh,"['R. P. Singh', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ramasare Prasad,"['Ramasare Prasad', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ramasare Prasad,"['Ramasare Prasad', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ramasare Prasad,"['Ramasare Prasad', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ranjana Pathania,"['Ranjana Pathania', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ranjana Pathania,"['Ranjana Pathania', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Ranjana Pathania,"['Ranjana Pathania', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Saugata Hazra,"['Saugata Hazra', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shailly Tomar,"['Shailly Tomar', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Shri Ram Yadav,"['Shri Ram Yadav', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Soma Rohatgi,"['Soma Rohatgi', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Arindam Biswas', 'Debabrata Sircar', 'Deepak Sharma', 'Sonal Atreya']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Arindam Biswas', 'Debabrata Sircar', 'Prabhat Kumar Mandal', 'Smriti Saraswat']"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,Jitin Singla,"['Jitin Singla', 'Arindam Biswas', 'Debabrata Sircar', 'Krishna Mohan Poluri', 'V Devadas']"
