proposal_link,title,skills,researcher_name,team,goodness
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Arindam Biswas,"[['Arindam Biswas', 'Saugata Hazra', 'Prince Tiwari', 'Sonal Atreya', 'Smriti Saraswat'], ['Arindam Biswas', 'Avlokita Agrawal', 'Jitin Singla', 'Sonal Atreya', 'Saugata Hazra'], ['Arindam Biswas', 'Avlokita Agrawal', 'Debabrata Sircar', 'Srinivas Kiran Ambatipudi', 'Uttam Kumar Roy'], ['Arindam Biswas', 'Saptarshi Kolay', 'Partha Roy', 'Rajan Arora'], ['Arindam Biswas', 'Sanjoy Ghosh', 'Partha Roy', 'Sonal Atreya'], ['Arindam Biswas', 'Gaurav Raheja', 'Prince Tiwari', 'Akhil Upadhyay'], ['Arindam Biswas', 'Deepak Sharma', 'Gaurav Raheja', 'Prabhat Kumar Mandal'], ['Arindam Biswas', 'Shri Ram Yadav', 'Ranjana Pathania'], ['Arindam Biswas', 'Prabhjot Singh Chani', 'Uttam Kumar Roy'], ['Arindam Biswas', 'Harsh Chauhan', 'E Rajasekar']]","[0.3125, 0.125, 0.125, 0.1, 0.1, 0.1, 0.1, 0.075, 0.075, 0.075]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Avlokita Agrawal,"[['Avlokita Agrawal', 'Ram Sateesh Pasupuleti', 'Rajesh Kumar', 'Sanjoy Ghosh', 'Tina Pujara'], ['Avlokita Agrawal', 'Arindam Biswas', 'Smriti Saraswat', 'Jaydev Dabas'], ['Avlokita Agrawal', 'Bijan Choudhury', 'Ram Sateesh Pasupuleti'], ['Avlokita Agrawal', 'R. P. Singh', 'Shubhajit Sadhukhan', 'Harshit Sosan Lakra', 'Sonal Atreya'], ['Avlokita Agrawal', 'Jaydev Dabas', 'R. P. Singh', 'Shailly Tomar', 'P Gopinath'], ['Avlokita Agrawal', 'Ramasare Prasad', 'P Gopinath', 'Sonal Atreya'], ['Avlokita Agrawal', 'Ranjana Pathania', 'Jitin Singla'], ['Avlokita Agrawal', 'Rajan Arora', 'Saugata Hazra'], ['Avlokita Agrawal', 'Pravindra Kumar'], ['Avlokita Agrawal', 'Jaydev Dabas']]","[0.5, 0.2875, 0.2625, 0.125, 0.125, 0.1, 0.075, 0.075, 0.05, 0.05]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Gaurav Raheja,"[['Gaurav Raheja', 'Rajesh Kumar', 'Prince Tiwari'], ['Gaurav Raheja', 'Deepak Sharma', 'Shri Ram Yadav', 'N K Navani', 'Ranjana Pathania'], ['Gaurav Raheja', 'Deepak Sharma', 'Arindam Biswas', 'Mahua Mukherjee', 'Poonam Choudhary'], ['Gaurav Raheja', 'Srinivas Kiran Ambatipudi', 'Jitin Singla'], ['Gaurav Raheja', 'E Rajasekar', 'Pravindra Kumar'], ['Gaurav Raheja', 'Arindam Biswas', 'Srinivas Kiran Ambatipudi'], ['Gaurav Raheja', 'Ranjana Pathania'], ['Gaurav Raheja', 'Pranita P Sarangi'], ['Gaurav Raheja', 'Krishna Mohan Poluri'], ['Gaurav Raheja', 'Arindam Biswas']]","[0.2625, 0.125, 0.125, 0.075, 0.075, 0.075, 0.05, 0.05, 0.05, 0.05]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Harshit Sosan Lakra,"[['Harshit Sosan Lakra', 'Tina Pujara', 'Shailly Tomar', 'Ram Sateesh Pasupuleti', 'Rajan Arora'], ['Harshit Sosan Lakra', 'Smriti Saraswat'], ['Harshit Sosan Lakra', 'Prabhjot Singh Chani', 'Prabhat Kumar Mandal', 'N K Navani', 'Tina Pujara'], ['Harshit Sosan Lakra', 'P Gopinath', 'Tina Pujara', 'Maya S.Nair'], ['Harshit Sosan Lakra', 'Tina Pujara', 'Sanjoy Ghosh'], ['Harshit Sosan Lakra', 'Tina Pujara', 'Avlokita Agrawal'], ['Harshit Sosan Lakra', 'Sonal Atreya', 'Bijan Choudhury'], ['Harshit Sosan Lakra', 'Ramasare Prasad', 'E Rajasekar'], ['Harshit Sosan Lakra', 'P Gopinath', 'Jaydev Dabas'], ['Harshit Sosan Lakra', 'Jitin Singla']]","[0.3125, 0.2375, 0.125, 0.1, 0.075, 0.075, 0.075, 0.075, 0.075, 0.05]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Mahua Mukherjee,"[['Mahua Mukherjee', 'Smriti Saraswat'], ['Mahua Mukherjee', 'Uttam Kumar Roy', 'Soma Rohatgi', 'Shri Ram Yadav', 'Sanjoy Ghosh'], ['Mahua Mukherjee', 'Gaurav Raheja', 'Srinivas Kiran Ambatipudi', 'R. P. Singh', 'Ramasare Prasad'], ['Mahua Mukherjee', 'Deepak Sharma', 'Saptarshi Kolay', 'Prabhjot Singh Chani', 'Sachin Suresh Tiwari'], ['Mahua Mukherjee', 'Shubhajit Sadhukhan', 'Ramasare Prasad', 'Prince Tiwari'], ['Mahua Mukherjee', 'Shubhajit Sadhukhan', 'R. P. Singh'], ['Mahua Mukherjee', 'P Gopinath', 'Sanjoy Ghosh'], ['Mahua Mukherjee', 'N K Navani', 'Prince Tiwari'], ['Mahua Mukherjee', 'Soma Rohatgi'], ['Mahua Mukherjee', 'Rajan Arora']]","[0.2375, 0.125, 0.125, 0.125, 0.1, 0.075, 0.075, 0.075, 0.05, 0.05]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Prabhjot Singh Chani,"[['Prabhjot Singh Chani', 'Rajesh Kumar', 'Srinivas Kiran Ambatipudi', 'Maya S.Nair', 'Debabrata Sircar'], ['Prabhjot Singh Chani', 'Rajesh Kumar'], ['Prabhjot Singh Chani', 'Shri Ram Yadav', 'Rajan Arora', 'Debabrata Sircar', 'Pravindra Kumar'], ['Prabhjot Singh Chani', 'Harshit Sosan Lakra', 'Rajan Arora', 'Poonam Choudhary', 'Avlokita Agrawal'], ['Prabhjot Singh Chani', 'Soma Rohatgi', 'Gaurav Raheja', 'Ashwani Kumar Sharma'], ['Prabhjot Singh Chani', 'Maya S.Nair', 'Pravindra Kumar'], ['Prabhjot Singh Chani', 'Harsh Chauhan', 'Shubhajit Sadhukhan'], ['Prabhjot Singh Chani', 'Ashwani Kumar Sharma', 'Harsh Chauhan'], ['Prabhjot Singh Chani', 'Shailly Tomar'], ['Prabhjot Singh Chani', 'Avlokita Agrawal']]","[0.3125, 0.2375, 0.125, 0.125, 0.1, 0.075, 0.075, 0.075, 0.05, 0.05]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",E Rajasekar,"[['E Rajasekar', 'Smriti Saraswat', 'Saugata Hazra', 'V Devadas', 'Rajan Arora'], ['E Rajasekar', 'Deepak Sharma', 'Gaurav Raheja', 'Millie Pant', 'Ram Sateesh Pasupuleti'], ['E Rajasekar', 'Mahua Mukherjee', 'Shri Ram Yadav', 'Debabrata Sircar', 'Srinivas Kiran Ambatipudi'], ['E Rajasekar', 'Partha Roy', 'Uttam Kumar Roy', 'Arindam Biswas'], ['E Rajasekar', 'Sonal Atreya', 'Prabhjot Singh Chani'], ['E Rajasekar', 'Saptarshi Kolay', 'Prince Tiwari'], ['E Rajasekar', 'Debabrata Sircar', 'Jaydev Dabas'], ['E Rajasekar', 'Debabrata Sircar', 'Deepak Sharma'], ['E Rajasekar', 'P Gopinath'], ['E Rajasekar', 'N K Navani']]","[0.3125, 0.3125, 0.125, 0.1, 0.075, 0.075, 0.075, 0.075, 0.05, 0.05]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Ram Sateesh Pasupuleti,"[['Ram Sateesh Pasupuleti', 'R. P. Singh', 'Arindam Biswas', 'Smriti Saraswat', 'Saugata Hazra'], ['Ram Sateesh Pasupuleti', 'Rajesh Kumar', 'Ramasare Prasad', 'Jitin Singla'], ['Ram Sateesh Pasupuleti', 'Poonam Choudhary', 'Gaurav Raheja', 'Deepak Sharma', 'Krishna Mohan Poluri'], ['Ram Sateesh Pasupuleti', 'Poonam Choudhary', 'Avlokita Agrawal', 'Srinivas Kiran Ambatipudi', 'Jitin Singla'], ['Ram Sateesh Pasupuleti', 'Sonal Atreya', 'Bijan Choudhury', 'Gaurav Raheja'], ['Ram Sateesh Pasupuleti', 'Saugata Hazra', 'Sonal Atreya', 'Prabhat Kumar Mandal'], ['Ram Sateesh Pasupuleti', 'Ranjana Pathania', 'Prince Tiwari'], ['Ram Sateesh Pasupuleti', 'Krishna Mohan Poluri'], ['Ram Sateesh Pasupuleti', 'E Rajasekar'], ['Ram Sateesh Pasupuleti', 'Deepak Sharma']]","[0.5, 0.475, 0.3125, 0.3125, 0.2875, 0.2875, 0.2625, 0.2375, 0.2375, 0.2375]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Saptarshi Kolay,"[['Saptarshi Kolay', 'Rajesh Kumar', 'Pranita P Sarangi'], ['Saptarshi Kolay', 'Pravindra Kumar', 'Pranita P Sarangi', 'Harshit Sosan Lakra', 'Partha Roy'], ['Saptarshi Kolay', 'V Devadas', 'R. P. Singh', 'E Rajasekar'], ['Saptarshi Kolay', 'Shubhajit Sadhukhan', 'Krishna Mohan Poluri', 'Sanjoy Ghosh'], ['Saptarshi Kolay', 'Krishna Mohan Poluri', 'Saugata Hazra'], ['Saptarshi Kolay', 'Jaydev Dabas', 'P Gopinath'], ['Saptarshi Kolay', 'Gaurav Raheja', 'Harshit Sosan Lakra'], ['Saptarshi Kolay', 'Sanjoy Ghosh'], ['Saptarshi Kolay', 'Pravindra Kumar'], ['Saptarshi Kolay', 'E Rajasekar']]","[0.2625, 0.125, 0.1, 0.1, 0.075, 0.075, 0.075, 0.05, 0.05, 0.05]"
v0_001_2nd_call_for_proposal_for_dst_sti_policy_fellowship_programme,2nd Call for Proposal for DST-STI Policy Fellowship Programme,"['decade', 'pace']",Shubhajit Sadhukhan,"[['Shubhajit Sadhukhan', 'Sonal Atreya', 'Rajesh Kumar'], ['Shubhajit Sadhukhan', 'Prince Tiwari', 'E Rajasekar', 'R. P. Singh', 'Avlokita Agrawal'], ['Shubhajit Sadhukhan', 'Jitin Singla', 'Maya S.Nair', 'Ranjana Pathania', 'Millie Pant'], ['Shubhajit Sadhukhan', 'Arindam Biswas', 'Sachin Suresh Tiwari', 'Uttam Kumar Roy', 'Mahua Mukherjee'], ['Shubhajit Sadhukhan', 'Sanjoy Ghosh', 'Millie Pant', 'V Devadas'], ['Shubhajit Sadhukhan', 'Millie Pant', 'Maya S.Nair', 'Pravindra Kumar'], ['Shubhajit Sadhukhan', 'Jaydev Dabas', 'Pravindra Kumar', 'Srinivas Kiran Ambatipudi'], ['Shubhajit Sadhukhan', 'V Devadas', 'Ranjana Pathania'], ['Shubhajit Sadhukhan', 'Ranjana Pathania'], ['Shubhajit Sadhukhan', 'E Rajasekar']]","[0.2625, 0.125, 0.125, 0.125, 0.1, 0.1, 0.1, 0.075, 0.05, 0.05]"
