nsf_proposal_links_v0,researcher,pseudo_skills
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Shailly Tomar,"['decade', 'department', 'development', 'ongoing', 'process', 'resource']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Shri Ram Yadav,"['department', 'system']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Soma Rohatgi,"['decade', 'development', 'efficiency', 'need', 'resource']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Sachin Suresh Tiwari,"['challenge', 'decade', 'department', 'efficiency', 'india', 'need', 'process', 'resource']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Jitin Singla,"['process', 'support']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Rajesh Kumar,"['decade', 'department', 'development', 'efficiency', 'india', 'process', 'resource']"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,Akhil Upadhyay,"['building', 'capacity building', 'challenge', 'department', 'efficiency', 'process', 'resource']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Arindam Biswas,"['application', 'area', 'country', 'department', 'foundation', 'fundamental', 'india', 'institute', 'support', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Avlokita Agrawal,"['application', 'computer science', 'country', 'department', 'foundation', 'fundamental', 'india', 'institute', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Gaurav Raheja,"['application', 'area', 'department', 'foundation', 'india', 'institute', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Harshit Sosan Lakra,[]
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Mahua Mukherjee,"['application', 'computer science', 'department', 'foundation', 'fundamental', 'india', 'institute', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Prabhjot Singh Chani,"['application', 'computer science', 'country', 'department', 'india', 'institute', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,E Rajasekar,"['area', 'computer science', 'country', 'foundation', 'support', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ram Sateesh Pasupuleti,"['application', 'area', 'computer science', 'foundation', 'institute', 'support', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Saptarshi Kolay,"['application', 'area', 'computer science', 'form', 'foundation', 'institute', 'support', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Shubhajit Sadhukhan,"['application', 'area', 'country', 'department', 'foundation', 'fundamental', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Smriti Saraswat,"['application', 'department', 'foundation', 'fundamental', 'india']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Sonal Atreya,"['application', 'area', 'country', 'form', 'foundation', 'institute', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Tina Pujara,"['application', 'computer science', 'foundation']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Uttam Kumar Roy,"['application', 'department', 'foundation', 'fundamental', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,V Devadas,"['application', 'area', 'department', 'form', 'foundation', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Jaydev Dabas,"['application', 'area', 'form', 'foundation', 'fundamental', 'institute', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Millie Pant,"['application', 'area', 'computer science', 'department', 'foundation', 'fundamental', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Rajan Arora,"['application', 'country', 'department', 'form', 'foundation', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ashwani Kumar Sharma,"['area', 'department', 'foundation', 'fundamental', 'india']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Bijan Choudhury,"['application', 'area', 'computer science', 'department', 'foundation', 'fundamental', 'india', 'institute', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Debabrata Sircar,"['application', 'computer science', 'country', 'foundation', 'institute', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Deepak Sharma,"['application', 'area', 'country', 'department', 'foundation', 'institute']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,P Gopinath,"['application', 'department']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Harsh Chauhan,"['application', 'area', 'country', 'department', 'foundation', 'fundamental', 'india', 'institute', 'support', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Srinivas Kiran Ambatipudi,[]
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Krishna Mohan Poluri,"['area', 'department', 'fundamental', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Maya S.Nair,"['application', 'computer science', 'country', 'form', 'foundation', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,N K Navani,"['computer science', 'department', 'foundation', 'fundamental', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Partha Roy,"['application', 'area', 'computer science', 'department', 'foundation', 'fundamental', 'institute', 'support', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Poonam Choudhary,"['application', 'computer science', 'department', 'foundation', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Prabhat Kumar Mandal,"['application', 'computer science', 'department', 'foundation', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Pranita P Sarangi,"['area', 'institute', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Pravindra Kumar,"['application', 'area', 'department', 'foundation', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Prince Tiwari,"['application', 'area', 'computer science', 'department', 'institute']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,R. P. Singh,"['application', 'area', 'department', 'form', 'foundation', 'fundamental', 'institute', 'support', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ramasare Prasad,"['application', 'area', 'computer science', 'country', 'department', 'foundation', 'institute']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Ranjana Pathania,"['application', 'computer science', 'department', 'institute']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Sanjoy Ghosh,"['application', 'computer science', 'country', 'department', 'foundation', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Saugata Hazra,"['computer science', 'department', 'foundation', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Shailly Tomar,"['application', 'department', 'fundamental']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Shri Ram Yadav,"['application', 'computer science', 'department', 'form', 'foundation', 'institute']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Soma Rohatgi,"['application', 'area', 'computer science', 'foundation']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Sachin Suresh Tiwari,"['application', 'area', 'country', 'department', 'form', 'foundation', 'india', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Jitin Singla,"['application', 'area', 'computer science', 'foundation', 'fundamental', 'support']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Rajesh Kumar,"['application', 'area', 'computer science', 'department', 'foundation', 'india', 'institute', 'year']"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,Akhil Upadhyay,"['computer science', 'country', 'department', 'foundation', 'fundamental']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Arindam Biswas,"['building', 'challenge', 'city', 'condition', 'demand', 'design', 'development', 'india', 'large amount', 'limitation', 'opportunity', 'purpose', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Avlokita Agrawal,"['building', 'condition', 'development', 'future', 'india', 'limitation', 'support', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Gaurav Raheja,"['challenge', 'city', 'design', 'development', 'field', 'future', 'india', 'limitation', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Harshit Sosan Lakra,[]
v0_022_funding_opportunity_announcement_foa_smart_grids,Mahua Mukherjee,"['building', 'city', 'condition', 'demand', 'design', 'development', 'india', 'limitation', 'opportunity', 'purpose', 'support', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Prabhjot Singh Chani,"['challenge', 'city', 'condition', 'development', 'india', 'limitation', 'purpose', 'renewable source', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,E Rajasekar,"['building', 'condition', 'demand', 'design', 'future', 'immense', 'large amount', 'limitation', 'objective', 'renewable source', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ram Sateesh Pasupuleti,"['challenge', 'condition', 'future', 'large amount', 'limitation', 'objective', 'opportunity', 'renewable source', 'support', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Saptarshi Kolay,"['building', 'challenge', 'condition', 'demand', 'design', 'development', 'large amount', 'limitation', 'opportunity', 'purpose', 'renewable source', 'support', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Shubhajit Sadhukhan,"['city', 'condition', 'demand', 'development', 'future', 'large amount', 'limitation', 'opportunity', 'purpose', 'renewable source', 'support', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Smriti Saraswat,"['building', 'condition', 'demand', 'development', 'india', 'limitation', 'renewable source', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Sonal Atreya,"['challenge', 'city', 'condition', 'demand', 'future', 'large amount', 'limitation', 'purpose', 'support', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Tina Pujara,"['condition', 'design', 'immense', 'large amount', 'limitation', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Uttam Kumar Roy,"['building', 'condition', 'design', 'large amount', 'limitation', 'opportunity', 'renewable source', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,V Devadas,"['condition', 'demand', 'design', 'development', 'future', 'limitation', 'opportunity', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Jaydev Dabas,"['condition', 'design', 'immense', 'limitation', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Millie Pant,"['demand', 'development', 'large amount', 'limitation', 'objective', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Rajan Arora,"['condition', 'field', 'limitation', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ashwani Kumar Sharma,"['demand', 'design', 'development', 'future', 'india', 'purpose', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Bijan Choudhury,"['city', 'condition', 'demand', 'design', 'development', 'immense', 'india', 'large amount', 'limitation', 'opportunity']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Debabrata Sircar,"['condition', 'demand', 'immense', 'limitation', 'objective', 'opportunity', 'purpose', 'support', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Deepak Sharma,"['challenge', 'condition', 'large amount', 'limitation', 'objective']"
v0_022_funding_opportunity_announcement_foa_smart_grids,P Gopinath,"['challenge', 'condition', 'development', 'large amount', 'limitation', 'renewable source', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Harsh Chauhan,"['city', 'condition', 'demand', 'development', 'field', 'india', 'large amount', 'limitation', 'opportunity', 'purpose', 'support', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Srinivas Kiran Ambatipudi,[]
v0_022_funding_opportunity_announcement_foa_smart_grids,Krishna Mohan Poluri,"['demand', 'design', 'development', 'field', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Maya S.Nair,"['challenge', 'condition', 'demand', 'future', 'limitation', 'opportunity', 'purpose', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,N K Navani,"['condition', 'demand', 'development', 'immense', 'large amount', 'limitation', 'purpose', 'support', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Partha Roy,"['challenge', 'condition', 'demand', 'design', 'development', 'immense', 'large amount', 'limitation', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Poonam Choudhary,"['challenge', 'city', 'condition', 'demand', 'design', 'future', 'limitation', 'objective', 'opportunity', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Prabhat Kumar Mandal,"['challenge', 'condition', 'development', 'immense', 'large amount', 'limitation', 'objective', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Pranita P Sarangi,"['large amount', 'purpose']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Pravindra Kumar,"['city', 'demand', 'development', 'future', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Prince Tiwari,"['challenge', 'city', 'condition', 'design', 'system', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,R. P. Singh,"['condition', 'demand', 'design', 'development', 'field', 'future', 'immense', 'large amount', 'limitation', 'opportunity', 'renewable source', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ramasare Prasad,"['city', 'development', 'future', 'large amount', 'limitation']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Ranjana Pathania,"['design', 'development', 'immense']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Sanjoy Ghosh,"['challenge', 'condition', 'field', 'limitation', 'objective', 'renewable source']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Saugata Hazra,"['condition', 'design', 'development', 'field', 'immense', 'limitation', 'opportunity', 'renewable source', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Shailly Tomar,"['condition', 'demand', 'development', 'purpose', 'renewable source']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Shri Ram Yadav,"['condition', 'immense', 'limitation', 'system']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Soma Rohatgi,"['condition', 'development', 'immense', 'limitation']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Sachin Suresh Tiwari,"['challenge', 'city', 'condition', 'demand', 'future', 'india', 'limitation', 'objective', 'opportunity', 'purpose', 'renewable source', 'use']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Jitin Singla,"['condition', 'limitation', 'support']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Rajesh Kumar,"['city', 'condition', 'demand', 'design', 'development', 'field', 'future', 'india', 'large amount', 'limitation', 'purpose', 'renewable source']"
v0_022_funding_opportunity_announcement_foa_smart_grids,Akhil Upadhyay,"['building', 'challenge', 'city', 'condition', 'design', 'limitation', 'purpose', 'renewable source']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Arindam Biswas,"['application', 'area', 'department', 'development', 'india', 'material', 'potential', 'purpose', 'resource', 'support', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Avlokita Agrawal,"['application', 'centre', 'concept', 'department', 'development', 'india', 'potential', 'resource', 'support', 'system']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Gaurav Raheja,"['application', 'area', 'concept', 'department', 'development', 'india', 'resource', 'support']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Harshit Sosan Lakra,[]
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Mahua Mukherjee,"['application', 'centre', 'department', 'development', 'india', 'material', 'product', 'purpose', 'support', 'system']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prabhjot Singh Chani,"['application', 'department', 'development', 'efficiency', 'india', 'purpose', 'support']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,E Rajasekar,"['area', 'material', 'resource', 'support', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ram Sateesh Pasupuleti,"['application', 'area', 'centre', 'concept', 'material', 'potential', 'support', 'system', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Saptarshi Kolay,"['application', 'area', 'centre', 'development', 'material', 'product', 'purpose', 'resource', 'support', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shubhajit Sadhukhan,"['application', 'area', 'centre', 'concept', 'department', 'development', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'use', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Smriti Saraswat,"['application', 'centre', 'department', 'development', 'india', 'potential', 'resource', 'use', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sonal Atreya,"['application', 'area', 'centre', 'material', 'purpose', 'resource', 'support', 'system', 'use', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Tina Pujara,"['application', 'centre', 'concept', 'potential', 'system', 'use']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Uttam Kumar Roy,"['application', 'department', 'material', 'product', 'resource', 'support', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,V Devadas,"['application', 'area', 'centre', 'department', 'development', 'resource', 'system', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Jaydev Dabas,"['application', 'area', 'efficiency', 'support', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Millie Pant,"['application', 'area', 'concept', 'department', 'development', 'efficiency', 'material', 'potential', 'support']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Rajan Arora,"['application', 'department', 'support', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ashwani Kumar Sharma,"['area', 'department', 'development', 'india', 'material', 'potential', 'product', 'purpose', 'system']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Bijan Choudhury,"['application', 'area', 'centre', 'department', 'development', 'india', 'material', 'potential', 'product', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Debabrata Sircar,"['application', 'material', 'potential', 'product', 'purpose', 'resource', 'support', 'system']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Deepak Sharma,"['application', 'area', 'concept', 'department', 'material', 'product', 'resource']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,P Gopinath,"['application', 'department', 'development', 'material', 'system', 'use']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Harsh Chauhan,"['application', 'area', 'centre', 'concept', 'department', 'development', 'india', 'potential', 'purpose', 'support', 'use', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Srinivas Kiran Ambatipudi,['potential']
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Krishna Mohan Poluri,"['area', 'centre', 'department', 'development', 'material', 'potential', 'resource', 'system', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Maya S.Nair,"['application', 'potential', 'product', 'purpose', 'resource', 'support', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,N K Navani,"['concept', 'department', 'development', 'material', 'potential', 'purpose', 'support', 'use']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Partha Roy,"['application', 'area', 'centre', 'department', 'development', 'potential', 'support', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Poonam Choudhary,"['application', 'department', 'material', 'potential', 'product', 'resource', 'use', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prabhat Kumar Mandal,"['application', 'centre', 'concept', 'department', 'development', 'potential', 'product', 'resource', 'system']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Pranita P Sarangi,"['area', 'material', 'purpose', 'resource', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Pravindra Kumar,"['application', 'area', 'department', 'development', 'potential', 'system', 'use']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Prince Tiwari,"['application', 'area', 'concept', 'department', 'efficiency', 'material', 'system', 'use']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,R. P. Singh,"['application', 'area', 'department', 'development', 'material', 'potential', 'support', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ramasare Prasad,"['application', 'area', 'centre', 'department', 'development', 'material', 'potential', 'product']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Ranjana Pathania,"['application', 'department', 'development', 'efficiency', 'material', 'potential', 'product']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sanjoy Ghosh,"['application', 'concept', 'department', 'material', 'potential', 'product']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Saugata Hazra,"['centre', 'department', 'development', 'material', 'potential', 'resource', 'system']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shailly Tomar,"['application', 'concept', 'department', 'development', 'material', 'potential', 'purpose', 'resource']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Shri Ram Yadav,"['application', 'centre', 'concept', 'department', 'potential', 'product', 'system', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Soma Rohatgi,"['application', 'area', 'development', 'efficiency', 'material', 'potential', 'resource', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Sachin Suresh Tiwari,"['application', 'area', 'centre', 'department', 'efficiency', 'india', 'potential', 'product', 'purpose', 'resource', 'use', 'work', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Jitin Singla,"['application', 'area', 'concept', 'support', 'work']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Rajesh Kumar,"['application', 'area', 'centre', 'department', 'development', 'efficiency', 'india', 'material', 'potential', 'product', 'purpose', 'resource', 'year']"
v0_023_multi_institutional_centres_on_materials_for_energy_conservation_and_storage_platform_mecsp___2017,Akhil Upadhyay,"['centre', 'concept', 'department', 'efficiency', 'purpose', 'resource']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Arindam Biswas,"['area', 'department', 'development', 'india']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Avlokita Agrawal,"['century', 'computer science', 'department', 'development', 'future', 'huge', 'impact', 'india', 'information system', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Gaurav Raheja,"['area', 'department', 'development', 'future', 'india', 'information technology']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Harshit Sosan Lakra,[]
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Mahua Mukherjee,"['century', 'computer science', 'department', 'development', 'india', 'information system', 'information technology', 'system']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Prabhjot Singh Chani,"['century', 'computer science', 'department', 'development', 'india', 'information system', 'information technology']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,E Rajasekar,"['area', 'computer science', 'future', 'impact', 'magnetic resonance', 'objective', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Ram Sateesh Pasupuleti,"['area', 'computer science', 'future', 'information system', 'objective', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Saptarshi Kolay,"['area', 'computer science', 'development', 'huge', 'information system', 'information technology', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Shubhajit Sadhukhan,"['area', 'century', 'department', 'development', 'future', 'impact', 'information system', 'information technology', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Smriti Saraswat,"['department', 'development', 'huge', 'india', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Sonal Atreya,"['area', 'century', 'future', 'impact', 'information system', 'information technology', 'magnetic resonance', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Tina Pujara,"['computer science', 'impact', 'information system', 'magnetic resonance', 'system']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Uttam Kumar Roy,"['department', 'information technology']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,V Devadas,"['area', 'department', 'development', 'future', 'impact', 'information system', 'information technology', 'system', 'theory']"
v0_024_interdisciplinary_cyber_physical_systems_icps_division_detailed_call_for_proposals_cfp_on_quantum_information_science_and_technology_qust_programme,Jaydev Dabas,"['area', 'information system', 'information technology']"
